,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/mul_div_3op_symbolic,MD/mul_div_3op_verbal,MD/number_sequence,MD/number_sorting,MD/simple_equation,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/secondary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_buoyancy,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/subject_verb_agreement,Lan/wug
MD/number_sorting,0.024450,0.021262,0.027937,0.021262,0.029985,0.027815,0.028294,0.022957,0.030489,0.019264,0.023505,0.029424,0.030476,0.023760,0.020787,0.024771,0.021076,0.069954,0.000000,0.023794,0.023745,0.014109,0.023209,0.025499,0.031527,0.016150,0.012653,0.017267,0.025434,0.021785,0.020630,0.021226,0.031065,0.022916,0.023652,0.029278,0.022530,0.021594,0.020004,0.003899,0.003003,0.001463,0.003316,0.012715,0.014288,0.015782
MD/simple_equation,0.094874,0.062491,0.087922,0.060194,0.052502,0.007194,0.004443,0.004353,0.101065,0.001092,0.002768,0.006412,0.005405,0.095889,0.066829,0.098685,0.064332,0.047758,0.023794,0.000000,0.003580,0.003487,0.006717,0.005947,0.005238,0.002441,0.002474,0.003777,0.004172,0.003297,0.003760,0.005284,0.004384,0.006302,0.004420,0.005074,0.005089,0.006940,0.006366,0.002056,0.001700,0.001192,0.006044,0.005181,0.002067,0.005007
ToM/agent,0.004587,0.004682,0.005013,0.006030,0.006293,0.008229,0.014096,0.008715,0.003454,0.030665,0.036948,0.030780,0.019501,0.003196,0.003978,0.003149,0.003948,0.020886,0.023745,0.003580,0.000000,0.067625,0.017061,0.018799,0.024179,0.102478,0.067028,0.113462,0.162128,0.012053,0.008606,0.013766,0.017960,0.013428,0.014493,0.015458,0.013035,0.014811,0.016744,0.003445,0.002448,0.001929,0.005400,0.019722,0.005083,0.007386
ToM/desires_goals,0.004193,0.006738,0.003963,0.008432,0.006050,0.014498,0.012587,0.015293,0.004048,0.017009,0.021179,0.021179,0.014121,0.002670,0.005013,0.003305,0.006297,0.049192,0.014109,0.003487,0.067625,0.000000,0.014468,0.012703,0.015149,0.095642,0.167471,0.119796,0.067744,0.013782,0.012451,0.012555,0.011927,0.013252,0.014177,0.012774,0.013173,0.012829,0.024951,0.005274,0.001744,0.002888,0.002239,0.033350,0.011013,0.007659
ToM/emotion_fewshot,0.007131,0.015785,0.006500,0.017438,0.017218,0.036047,0.035493,0.038137,0.004648,0.005632,0.007387,0.025122,0.021852,0.005584,0.016483,0.006164,0.016668,0.007396,0.023209,0.006717,0.017061,0.014468,0.000000,0.048102,0.042476,0.019639,0.014875,0.017557,0.016556,0.032351,0.035119,0.047056,0.041917,0.049590,0.043597,0.049070,0.044874,0.044020,0.008410,0.008186,0.008003,0.009834,0.033834,0.004856,0.010483,0.017456
ToM/norm_appropriate,0.006044,0.011403,0.006462,0.012707,0.016758,0.028573,0.036441,0.031962,0.003934,0.014010,0.017666,0.036558,0.024515,0.005669,0.011386,0.005816,0.012469,0.011398,0.025499,0.005947,0.018799,0.012703,0.048102,0.000000,0.066398,0.013701,0.011784,0.015862,0.016849,0.026916,0.030182,0.044506,0.043905,0.039632,0.037952,0.045237,0.070056,0.042499,0.009488,0.007161,0.006971,0.007062,0.021093,0.010466,0.009574,0.017885
ToM/norm_moral,0.005073,0.010349,0.004611,0.009519,0.015145,0.026367,0.033983,0.028999,0.003453,0.025108,0.025580,0.033900,0.026889,0.003997,0.009046,0.004652,0.010480,0.013787,0.031527,0.005238,0.024179,0.015149,0.042476,0.066398,0.000000,0.022867,0.020702,0.023069,0.021332,0.030283,0.032461,0.036659,0.044122,0.036149,0.039344,0.040122,0.059314,0.045718,0.008387,0.006277,0.004352,0.004894,0.015544,0.007869,0.006397,0.018231
ToM/primary_emotions,0.002690,0.002524,0.003482,0.005995,0.004877,0.003415,0.009813,0.003379,0.002399,0.028640,0.034594,0.023257,0.009317,0.002560,0.002557,0.002817,0.002261,0.038660,0.016150,0.002441,0.102478,0.095642,0.019639,0.013701,0.022867,0.000000,0.216474,0.088643,0.073325,0.007167,0.006523,0.010723,0.016138,0.007147,0.010077,0.012964,0.011038,0.008544,0.020935,0.004746,0.002911,0.001419,0.001513,0.030822,0.009236,0.003504
ToM/secondary_emotions,0.002516,0.003185,0.002467,0.004696,0.005249,0.008755,0.010353,0.008096,0.001854,0.024120,0.032456,0.021529,0.009853,0.001712,0.001291,0.001590,0.001825,0.040218,0.012653,0.002474,0.067028,0.167471,0.014875,0.011784,0.020702,0.216474,0.000000,0.099191,0.054802,0.012061,0.010031,0.011611,0.013701,0.007968,0.009337,0.011066,0.011197,0.010171,0.009170,0.003312,0.001410,0.000000,0.003479,0.025413,0.004816,0.006037
ToM/social_interactions,0.003723,0.005891,0.004359,0.007421,0.006300,0.009698,0.011904,0.010454,0.003321,0.023462,0.030415,0.026292,0.015385,0.003125,0.004440,0.004065,0.004940,0.032850,0.017267,0.003777,0.113462,0.119796,0.017557,0.015862,0.023069,0.088643,0.099191,0.000000,0.107759,0.013380,0.011303,0.014613,0.016486,0.014255,0.013413,0.016519,0.017331,0.014717,0.013424,0.004008,0.002492,0.002946,0.006676,0.011796,0.006392,0.005821
ToM/social_relations,0.004857,0.005496,0.004893,0.007175,0.007018,0.013977,0.014410,0.013699,0.003098,0.030554,0.034487,0.023076,0.021057,0.003816,0.005457,0.003916,0.006183,0.026857,0.025434,0.004172,0.162128,0.067744,0.016556,0.016849,0.021332,0.073325,0.054802,0.107759,0.000000,0.016866,0.014257,0.015654,0.017664,0.015773,0.018186,0.017256,0.016806,0.021184,0.017692,0.005921,0.003760,0.002533,0.004640,0.016858,0.007809,0.007014
phys/phys_newton,0.003647,0.011516,0.003376,0.011137,0.022075,0.062291,0.044450,0.062564,0.001777,0.065845,0.055836,0.025496,0.048137,0.002982,0.011541,0.003148,0.012493,0.003771,0.021785,0.003297,0.012053,0.013782,0.032351,0.026916,0.030283,0.007167,0.012061,0.013380,0.016866,0.000000,0.096913,0.028786,0.029944,0.029908,0.030455,0.027379,0.029650,0.031451,0.008209,0.003783,0.003008,0.003276,0.010086,0.006849,0.003095,0.015184
phys/phys_prost,0.003287,0.011882,0.003032,0.010950,0.022738,0.065606,0.045971,0.067696,0.002035,0.051722,0.045553,0.024391,0.043368,0.003215,0.012238,0.003226,0.013156,0.003341,0.020630,0.003760,0.008606,0.012451,0.035119,0.030182,0.032461,0.006523,0.010031,0.011303,0.014257,0.096913,0.000000,0.031951,0.033161,0.032621,0.032558,0.031160,0.033096,0.034012,0.007945,0.003480,0.003082,0.003896,0.014283,0.002340,0.003171,0.017600
phys/physics_brightness,0.006655,0.010786,0.006001,0.013055,0.015471,0.030768,0.033259,0.034728,0.003285,0.010713,0.011923,0.021780,0.026636,0.005551,0.010453,0.005821,0.011874,0.011467,0.021226,0.005284,0.013766,0.012555,0.047056,0.044506,0.036659,0.010723,0.011611,0.014613,0.015654,0.028786,0.031951,0.000000,0.052940,0.053738,0.057014,0.047510,0.048206,0.050946,0.010147,0.007995,0.008458,0.009954,0.028891,0.007209,0.022433,0.029945
phys/physics_buoyancy,0.004928,0.011233,0.005824,0.010917,0.017122,0.029041,0.033323,0.031556,0.003614,0.018560,0.018214,0.027899,0.024182,0.004606,0.011289,0.004913,0.011873,0.010489,0.031065,0.004384,0.017960,0.011927,0.041917,0.043905,0.044122,0.016138,0.013701,0.016486,0.017664,0.029944,0.033161,0.052940,0.000000,0.050908,0.053253,0.051255,0.047138,0.049805,0.010692,0.005622,0.004657,0.007354,0.017733,0.005352,0.015369,0.025963
phys/physics_elasticity,0.005793,0.014035,0.006846,0.014301,0.013680,0.032627,0.027327,0.033876,0.004717,0.006002,0.008827,0.023936,0.022246,0.006318,0.012630,0.007115,0.014818,0.008896,0.022916,0.006302,0.013428,0.013252,0.049590,0.039632,0.036149,0.007147,0.007968,0.014255,0.015773,0.029908,0.032621,0.053738,0.050908,0.000000,0.053373,0.043020,0.039996,0.052925,0.013983,0.011452,0.010088,0.013671,0.028182,0.010178,0.032768,0.032786
phys/physics_solubility,0.005575,0.011741,0.004729,0.011722,0.012433,0.032976,0.026261,0.035296,0.003938,0.011584,0.011801,0.024782,0.023977,0.005998,0.012184,0.004918,0.012461,0.015150,0.023652,0.004420,0.014493,0.014177,0.043597,0.037952,0.039344,0.010077,0.009337,0.013413,0.018186,0.030455,0.032558,0.057014,0.053253,0.053373,0.000000,0.043786,0.041507,0.057786,0.009842,0.008448,0.009369,0.012534,0.026390,0.014720,0.022204,0.030584
phys/physics_speed,0.005333,0.014451,0.006658,0.013234,0.018411,0.031262,0.037633,0.033030,0.004053,0.014089,0.013915,0.035423,0.022173,0.004836,0.013490,0.005062,0.013889,0.010635,0.029278,0.005074,0.015458,0.012774,0.049070,0.045237,0.040122,0.012964,0.011066,0.016519,0.017256,0.027379,0.031160,0.047510,0.051255,0.043020,0.043786,0.000000,0.055550,0.046935,0.009485,0.007981,0.007602,0.007757,0.026270,0.011929,0.011139,0.018849
phys/physics_stability,0.005451,0.012219,0.005141,0.013078,0.017193,0.028007,0.037053,0.031631,0.003670,0.019510,0.017814,0.034423,0.025542,0.005034,0.011452,0.004249,0.013008,0.009294,0.022530,0.005089,0.013035,0.013173,0.044874,0.070056,0.059314,0.011038,0.011197,0.017331,0.016806,0.029650,0.033096,0.048206,0.047138,0.039996,0.041507,0.055550,0.000000,0.042297,0.006603,0.006350,0.006958,0.008036,0.018642,0.009101,0.009734,0.018924
phys/physics_temperature,0.007217,0.013893,0.007975,0.015107,0.013813,0.034608,0.027327,0.036478,0.004880,0.009570,0.011377,0.023195,0.022504,0.005937,0.012591,0.006507,0.013740,0.012379,0.021594,0.006940,0.014811,0.012829,0.044020,0.042499,0.045718,0.008544,0.010171,0.014717,0.021184,0.031451,0.034012,0.050946,0.049805,0.052925,0.057786,0.046935,0.042297,0.000000,0.013407,0.007129,0.006791,0.008123,0.027420,0.006316,0.019490,0.023041
Lan/anaphor_gender_agreement,0.005182,0.006102,0.006810,0.005539,0.002786,0.004615,0.003827,0.007570,0.005118,0.002677,0.005935,0.010311,0.011588,0.004277,0.004926,0.003464,0.003645,0.015860,0.020004,0.006366,0.016744,0.024951,0.008410,0.009488,0.008387,0.020935,0.009170,0.013424,0.017692,0.008209,0.007945,0.010147,0.010692,0.013983,0.009842,0.009485,0.006603,0.013407,0.000000,0.074108,0.058734,0.050250,0.067686,0.222728,0.144107,0.026270
Lan/det_noun_agreement_irregular,0.002794,0.003324,0.003009,0.003387,0.001019,0.002697,0.002400,0.003171,0.002273,0.000350,0.001846,0.006612,0.007653,0.002499,0.002081,0.002564,0.001904,0.005561,0.003899,0.002056,0.003445,0.005274,0.008186,0.007161,0.006277,0.004746,0.003312,0.004008,0.005921,0.003783,0.003480,0.007995,0.005622,0.011452,0.008448,0.007981,0.006350,0.007129,0.074108,0.000000,0.239280,0.195715,0.089376,0.058191,0.089888,0.081772
Lan/det_noun_agreement_regular,0.002332,0.002497,0.002989,0.002728,0.000878,0.002690,0.001492,0.003678,0.002166,0.000000,0.001196,0.005132,0.006248,0.002493,0.001982,0.002558,0.001254,0.004363,0.003003,0.001700,0.002448,0.001744,0.008003,0.006971,0.004352,0.002911,0.001410,0.002492,0.003760,0.003008,0.003082,0.008458,0.004657,0.010088,0.009369,0.007602,0.006958,0.006791,0.058734,0.239280,0.000000,0.223596,0.099135,0.050848,0.093432,0.089492
Lan/det_noun_agreement_with_adjective,0.001763,0.002243,0.002551,0.001885,0.000428,0.003062,0.001037,0.003843,0.001387,0.000363,0.000000,0.005133,0.005366,0.002319,0.001563,0.002254,0.002208,0.001923,0.001463,0.001192,0.001929,0.002888,0.009834,0.007062,0.004894,0.001419,0.000000,0.002946,0.002533,0.003276,0.003896,0.009954,0.007354,0.013671,0.012534,0.007757,0.008036,0.008123,0.050250,0.195715,0.223596,0.000000,0.114299,0.040170,0.111566,0.114318
Lan/hypernymy,0.008330,0.006735,0.007683,0.011005,0.001198,0.012907,0.005329,0.016238,0.004926,0.000822,0.000694,0.019002,0.019279,0.009956,0.006246,0.008370,0.006388,0.002051,0.003316,0.006044,0.005400,0.002239,0.033834,0.021093,0.015544,0.001513,0.003479,0.006676,0.004640,0.010086,0.014283,0.028891,0.017733,0.028182,0.026390,0.026270,0.018642,0.027420,0.067686,0.089376,0.099135,0.114299,0.000000,0.054405,0.056512,0.069756
Lan/npi,0.003896,0.005117,0.008021,0.002360,0.005579,0.003004,0.010819,0.003538,0.005024,0.031527,0.015646,0.029810,0.022368,0.002784,0.003704,0.004080,0.003788,0.012290,0.012715,0.005181,0.019722,0.033350,0.004856,0.010466,0.007869,0.030822,0.025413,0.011796,0.016858,0.006849,0.002340,0.007209,0.005352,0.010178,0.014720,0.011929,0.009101,0.006316,0.222728,0.058191,0.050848,0.040170,0.054405,0.000000,0.124639,0.022624
Lan/subject_verb_agreement,0.004646,0.003472,0.004511,0.003199,0.001990,0.002949,0.003463,0.003604,0.004631,0.000956,0.003432,0.008436,0.010231,0.003055,0.003144,0.003464,0.002297,0.008943,0.014288,0.002067,0.005083,0.011013,0.010483,0.009574,0.006397,0.009236,0.004816,0.006392,0.007809,0.003095,0.003171,0.022433,0.015369,0.032768,0.022204,0.011139,0.009734,0.019490,0.144107,0.089888,0.093432,0.111566,0.056512,0.124639,0.000000,0.076871
Lan/wug,0.007948,0.007967,0.006953,0.007557,0.007752,0.027649,0.021880,0.027581,0.004402,0.001650,0.004504,0.021339,0.019602,0.006149,0.006721,0.005915,0.007403,0.001267,0.015782,0.005007,0.007386,0.007659,0.017456,0.017885,0.018231,0.003504,0.006037,0.005821,0.007014,0.015184,0.017600,0.029945,0.025963,0.032786,0.030584,0.018849,0.018924,0.023041,0.026270,0.081772,0.089492,0.114318,0.069756,0.022624,0.076871,0.000000
