,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/mul_div_3op_symbolic,MD/mul_div_3op_verbal,MD/number_sequence,MD/number_sorting,MD/simple_equation,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/secondary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_buoyancy,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/subject_verb_agreement,Lan/wug
MD/number_sequence,0.023086,0.020377,0.022355,0.020342,0.019637,0.015649,0.012591,0.013455,0.024395,0.026510,0.042352,0.018421,0.015410,0.021172,0.018902,0.020344,0.019478,0.000000,0.025870,0.022983,0.026904,0.064964,0.011798,0.012760,0.015278,0.051226,0.055986,0.035640,0.033410,0.013456,0.011506,0.013981,0.014645,0.011993,0.014189,0.014023,0.012012,0.011624,0.058369,0.017641,0.016996,0.011915,0.010631,0.024061,0.020155,0.011504
MD/number_sorting,0.028357,0.025128,0.031700,0.025969,0.025747,0.023927,0.023764,0.022167,0.034496,0.016560,0.021129,0.024652,0.024130,0.028392,0.024155,0.030961,0.025504,0.025870,0.000000,0.027949,0.022074,0.015090,0.023669,0.022742,0.024396,0.016045,0.014154,0.018588,0.020964,0.018082,0.018840,0.024529,0.024011,0.023100,0.021676,0.026028,0.022577,0.022917,0.014000,0.011614,0.010905,0.011573,0.018265,0.022537,0.021233,0.019833
MD/simple_equation,0.052588,0.037625,0.047656,0.036592,0.033026,0.018877,0.016058,0.017278,0.053179,0.007393,0.009929,0.016577,0.017805,0.056972,0.040962,0.060217,0.040857,0.022983,0.027949,0.000000,0.010702,0.009630,0.022768,0.020390,0.019030,0.008460,0.007980,0.010105,0.011104,0.012682,0.013324,0.019467,0.019313,0.021836,0.019296,0.021645,0.019265,0.022192,0.010007,0.009143,0.009212,0.010396,0.015708,0.011443,0.014492,0.015888
ToM/agent,0.011303,0.012824,0.013195,0.013932,0.014010,0.015253,0.020214,0.016690,0.010054,0.032843,0.033723,0.030350,0.020591,0.009880,0.010919,0.009559,0.011142,0.026904,0.022074,0.010702,0.000000,0.043587,0.016249,0.019633,0.021966,0.056101,0.045284,0.072972,0.087787,0.021595,0.020353,0.018179,0.018760,0.016281,0.017873,0.018361,0.018783,0.015593,0.018655,0.013848,0.012627,0.011892,0.011486,0.025417,0.015723,0.014836
ToM/desires_goals,0.010876,0.011442,0.010404,0.011891,0.010399,0.013308,0.014207,0.014962,0.008131,0.033273,0.040158,0.022367,0.016133,0.009340,0.010727,0.007842,0.010246,0.064964,0.015090,0.009630,0.043587,0.000000,0.012981,0.014497,0.016327,0.066457,0.098224,0.063125,0.049691,0.019000,0.017419,0.015718,0.015274,0.013416,0.015954,0.014604,0.014006,0.012621,0.035209,0.017426,0.016167,0.013068,0.010611,0.026999,0.018973,0.013257
ToM/emotion_fewshot,0.019285,0.023024,0.019241,0.022754,0.019378,0.023456,0.022939,0.023901,0.019259,0.007772,0.010579,0.021901,0.020968,0.021910,0.024000,0.020520,0.022921,0.011798,0.023669,0.022768,0.016249,0.012981,0.000000,0.037740,0.036521,0.017628,0.014788,0.016624,0.015272,0.021482,0.022597,0.035414,0.032743,0.036917,0.034638,0.038262,0.036489,0.036918,0.010304,0.013379,0.011674,0.015897,0.027978,0.014634,0.017933,0.022893
ToM/norm_appropriate,0.018385,0.021571,0.018448,0.021431,0.020489,0.022162,0.024881,0.021898,0.016030,0.013301,0.015076,0.027055,0.022906,0.019010,0.020825,0.018919,0.020619,0.012760,0.022742,0.020390,0.019633,0.014497,0.037740,0.000000,0.050714,0.015692,0.014722,0.019290,0.018225,0.021218,0.022618,0.032213,0.032973,0.031917,0.030963,0.033850,0.048553,0.032736,0.009266,0.011298,0.011218,0.014070,0.022522,0.016406,0.016343,0.022425
ToM/norm_moral,0.017022,0.019353,0.017984,0.019852,0.019134,0.021669,0.024065,0.022071,0.016692,0.016527,0.018193,0.026774,0.022766,0.017403,0.019470,0.018029,0.019159,0.015278,0.024396,0.019030,0.021966,0.016327,0.036521,0.050714,0.000000,0.018103,0.018064,0.021105,0.020218,0.022208,0.023635,0.030900,0.033490,0.031366,0.031234,0.033469,0.043399,0.033331,0.009791,0.011060,0.010816,0.012741,0.022531,0.015937,0.014940,0.021266
ToM/primary_emotions,0.009559,0.010153,0.010190,0.011005,0.010063,0.009284,0.014657,0.010432,0.006429,0.032086,0.034665,0.022453,0.015310,0.007844,0.009092,0.006758,0.008640,0.051226,0.016045,0.008460,0.056101,0.066457,0.017628,0.015692,0.018103,0.000000,0.137871,0.059265,0.051390,0.015857,0.014383,0.014375,0.015052,0.012798,0.013843,0.014619,0.014680,0.011525,0.034174,0.016074,0.015050,0.013049,0.010725,0.026980,0.018950,0.011010
ToM/secondary_emotions,0.008508,0.009354,0.008599,0.010388,0.009548,0.010979,0.014662,0.011777,0.006475,0.033172,0.038076,0.022216,0.015573,0.007512,0.008522,0.005838,0.007975,0.055986,0.014154,0.007980,0.045284,0.098224,0.014788,0.014722,0.018064,0.137871,0.000000,0.061190,0.045194,0.017983,0.015535,0.015054,0.015284,0.011813,0.015626,0.014575,0.014944,0.011355,0.031082,0.014423,0.013079,0.011221,0.008140,0.022809,0.014726,0.009719
ToM/social_interactions,0.011354,0.011927,0.012037,0.013168,0.012989,0.014517,0.018381,0.015782,0.009284,0.031762,0.033633,0.026369,0.018954,0.009343,0.011213,0.008952,0.011026,0.035640,0.018588,0.010105,0.072972,0.063125,0.016624,0.019290,0.021105,0.059265,0.061190,0.000000,0.071147,0.020459,0.019163,0.017273,0.018129,0.015479,0.017463,0.016742,0.017761,0.014449,0.019964,0.014226,0.013590,0.012000,0.011455,0.022773,0.015288,0.014043
ToM/social_relations,0.012143,0.013519,0.012790,0.014205,0.014189,0.016521,0.019722,0.017940,0.010076,0.031111,0.032724,0.027780,0.021313,0.009990,0.011592,0.009176,0.011060,0.033410,0.020964,0.011104,0.087787,0.049691,0.015272,0.018225,0.020218,0.051390,0.045194,0.071147,0.000000,0.021794,0.020170,0.017299,0.018620,0.015992,0.017733,0.017023,0.017664,0.015521,0.020653,0.013801,0.013355,0.012152,0.012306,0.024004,0.016450,0.015209
phys/phys_newton,0.013644,0.016332,0.012934,0.015739,0.024097,0.036331,0.032490,0.037775,0.011422,0.058910,0.043761,0.028358,0.037437,0.011724,0.015000,0.010746,0.015032,0.013456,0.018082,0.012682,0.021595,0.019000,0.021482,0.021218,0.022208,0.015857,0.017983,0.020459,0.021794,0.000000,0.077300,0.021607,0.023401,0.021528,0.022041,0.020078,0.021809,0.021646,0.013628,0.011293,0.012004,0.013862,0.021999,0.016683,0.010250,0.023322
phys/phys_prost,0.013681,0.017283,0.013839,0.016460,0.024935,0.037645,0.033710,0.039786,0.012363,0.044471,0.036616,0.027601,0.033893,0.012129,0.016223,0.011665,0.016070,0.011506,0.018840,0.013324,0.020353,0.017419,0.022597,0.022618,0.023635,0.014383,0.015535,0.019163,0.020170,0.077300,0.000000,0.024448,0.025305,0.024287,0.023977,0.023005,0.023902,0.024075,0.012167,0.012206,0.012291,0.014920,0.025312,0.014647,0.010451,0.023791
phys/physics_brightness,0.018434,0.020032,0.019656,0.020595,0.018892,0.023167,0.022812,0.023469,0.017966,0.012781,0.014810,0.021051,0.022174,0.018703,0.020602,0.018857,0.021276,0.013981,0.024529,0.019467,0.018179,0.015718,0.035414,0.032213,0.030900,0.014375,0.015054,0.017273,0.017299,0.021607,0.024448,0.000000,0.040796,0.038946,0.043860,0.039389,0.035726,0.039395,0.009751,0.011255,0.011221,0.014171,0.025754,0.014024,0.016791,0.023183
phys/physics_buoyancy,0.018182,0.020066,0.017769,0.019544,0.019484,0.023274,0.023707,0.023535,0.017128,0.015507,0.016428,0.023043,0.021562,0.018077,0.019827,0.017904,0.020319,0.014645,0.024011,0.019313,0.018760,0.015274,0.032743,0.032973,0.033490,0.015052,0.015284,0.018129,0.018620,0.023401,0.025305,0.040796,0.000000,0.039215,0.040910,0.038818,0.037739,0.038617,0.009474,0.010785,0.011030,0.013622,0.023105,0.014281,0.016806,0.022446
phys/physics_elasticity,0.019086,0.021411,0.019041,0.020672,0.018683,0.024450,0.022080,0.023002,0.018223,0.009939,0.012707,0.020844,0.021534,0.019787,0.021982,0.020443,0.022820,0.011993,0.023100,0.021836,0.016281,0.013416,0.036917,0.031917,0.031366,0.012798,0.011813,0.015479,0.015992,0.021528,0.024287,0.038946,0.039215,0.000000,0.040874,0.035403,0.034508,0.042264,0.010019,0.013316,0.012899,0.017616,0.026586,0.014998,0.021040,0.026888
phys/physics_solubility,0.018017,0.020859,0.017334,0.020661,0.018200,0.023872,0.022153,0.023598,0.016760,0.013609,0.015008,0.021191,0.021539,0.018292,0.020837,0.018275,0.020929,0.014189,0.021676,0.019296,0.017873,0.015954,0.034638,0.030963,0.031234,0.013843,0.015626,0.017463,0.017733,0.022041,0.023977,0.043860,0.040910,0.040874,0.000000,0.036404,0.034009,0.045044,0.008635,0.011646,0.011987,0.015250,0.024741,0.015198,0.019023,0.024776
phys/physics_speed,0.018828,0.021803,0.019580,0.022078,0.020381,0.021924,0.025082,0.021013,0.019615,0.012181,0.013423,0.023679,0.021150,0.019532,0.021659,0.019918,0.021860,0.014023,0.026028,0.021645,0.018361,0.014604,0.038262,0.033850,0.033469,0.014619,0.014575,0.016742,0.017023,0.020078,0.023005,0.039389,0.038818,0.035403,0.036404,0.000000,0.041682,0.036468,0.009526,0.010833,0.010635,0.013057,0.024712,0.015660,0.016494,0.020931
phys/physics_stability,0.017844,0.020018,0.018197,0.020771,0.020428,0.021675,0.025329,0.021767,0.016051,0.014867,0.016477,0.025668,0.022565,0.017807,0.020567,0.017430,0.020395,0.012012,0.022577,0.019265,0.018783,0.014006,0.036489,0.048553,0.043399,0.014680,0.014944,0.017761,0.017664,0.021809,0.023902,0.035726,0.037739,0.034508,0.034009,0.041682,0.000000,0.035103,0.007918,0.011117,0.010421,0.013225,0.023401,0.014127,0.014980,0.022344
phys/physics_temperature,0.020017,0.021701,0.019423,0.021745,0.018792,0.025451,0.022462,0.025710,0.019668,0.009193,0.011229,0.019150,0.020840,0.020890,0.023004,0.020357,0.022854,0.011624,0.022917,0.022192,0.015593,0.012621,0.036918,0.032736,0.033331,0.011525,0.011355,0.014449,0.015521,0.021646,0.024075,0.039395,0.038617,0.042264,0.045044,0.036468,0.035103,0.000000,0.010285,0.011871,0.011918,0.015514,0.028087,0.012502,0.018958,0.024982
Lan/anaphor_gender_agreement,0.010599,0.011120,0.010294,0.010934,0.007930,0.011016,0.009606,0.010984,0.009105,0.024127,0.023424,0.013384,0.011510,0.009303,0.010086,0.008178,0.009078,0.058369,0.014000,0.010007,0.018655,0.035209,0.010304,0.009266,0.009791,0.034174,0.031082,0.019964,0.020653,0.013628,0.012167,0.009751,0.009474,0.010019,0.008635,0.009526,0.007918,0.010285,0.000000,0.080331,0.077115,0.060374,0.039503,0.078800,0.077150,0.023175
Lan/det_noun_agreement_irregular,0.009363,0.010289,0.009440,0.011402,0.006573,0.011102,0.009118,0.011590,0.008197,0.011426,0.011907,0.011868,0.011466,0.009327,0.009904,0.009050,0.009934,0.017641,0.011614,0.009143,0.013848,0.017426,0.013379,0.011298,0.011060,0.016074,0.014423,0.014226,0.013801,0.011293,0.012206,0.011255,0.010785,0.013316,0.011646,0.010833,0.011117,0.011871,0.080331,0.000000,0.161350,0.116261,0.052346,0.047598,0.062832,0.039072
Lan/det_noun_agreement_regular,0.009560,0.009840,0.009700,0.010535,0.006938,0.011553,0.009309,0.012161,0.008511,0.010622,0.010086,0.010541,0.010581,0.009115,0.009614,0.008928,0.009970,0.016996,0.010905,0.009212,0.012627,0.016167,0.011674,0.011218,0.010816,0.015050,0.013079,0.013590,0.013355,0.012004,0.012291,0.011221,0.011030,0.012899,0.011987,0.010635,0.010421,0.011918,0.077115,0.161350,0.000000,0.125777,0.057227,0.045897,0.064357,0.041618
Lan/det_noun_agreement_with_adjective,0.010342,0.010535,0.010349,0.011607,0.007168,0.013015,0.010246,0.013683,0.009012,0.009995,0.008518,0.011281,0.011980,0.010530,0.010775,0.009760,0.010705,0.011915,0.011573,0.010396,0.011892,0.013068,0.015897,0.014070,0.012741,0.013049,0.011221,0.012000,0.012152,0.013862,0.014920,0.014171,0.013622,0.017616,0.015250,0.013057,0.013225,0.015514,0.060374,0.116261,0.125777,0.000000,0.066597,0.046550,0.071765,0.051966
Lan/hypernymy,0.014729,0.015422,0.015774,0.016700,0.010606,0.021257,0.014715,0.022124,0.016750,0.005252,0.006403,0.014958,0.017276,0.017399,0.016785,0.016654,0.016481,0.010631,0.018265,0.015708,0.011486,0.010611,0.027978,0.022522,0.022531,0.010725,0.008140,0.011455,0.012306,0.021999,0.025312,0.025754,0.023105,0.026586,0.024741,0.024712,0.023401,0.028087,0.039503,0.052346,0.057227,0.066597,0.000000,0.032293,0.049789,0.036906
Lan/npi,0.012216,0.013211,0.014072,0.014231,0.011917,0.012148,0.016544,0.013761,0.013840,0.031447,0.026087,0.023845,0.020361,0.011544,0.012453,0.011014,0.012638,0.024061,0.022537,0.011443,0.025417,0.026999,0.014634,0.016406,0.015937,0.026980,0.022809,0.022773,0.024004,0.016683,0.014647,0.014024,0.014281,0.014998,0.015198,0.015660,0.014127,0.012502,0.078800,0.047598,0.045897,0.046550,0.032293,0.000000,0.061801,0.029612
Lan/subject_verb_agreement,0.012871,0.013360,0.014450,0.013356,0.009699,0.012097,0.011787,0.012591,0.015669,0.010004,0.011095,0.013768,0.014257,0.014365,0.013202,0.013756,0.013830,0.020155,0.021233,0.014492,0.015723,0.018973,0.017933,0.016343,0.014940,0.018950,0.014726,0.015288,0.016450,0.010250,0.010451,0.016791,0.016806,0.021040,0.019023,0.016494,0.014980,0.018958,0.077150,0.062832,0.064357,0.071765,0.049789,0.061801,0.000000,0.042148
Lan/wug,0.017466,0.020405,0.017918,0.019412,0.017828,0.030092,0.022787,0.028223,0.015744,0.013784,0.013882,0.019902,0.022060,0.017625,0.019344,0.015343,0.019141,0.011504,0.019833,0.015888,0.014836,0.013257,0.022893,0.022425,0.021266,0.011010,0.009719,0.014043,0.015209,0.023322,0.023791,0.023183,0.022446,0.026888,0.024776,0.020931,0.022344,0.024982,0.023175,0.039072,0.041618,0.051966,0.036906,0.029612,0.042148,0.000000
