,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/mul_div_3op_symbolic,MD/mul_div_3op_verbal,MD/number_sequence,MD/number_sorting,MD/simple_equation,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/secondary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_buoyancy,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/subject_verb_agreement,Lan/wug
MD/logic_propositional_symbolic,0.0106,0.0059,0.0093,0.0089,0.0393,0.0381,0.0698,0.0393,0.0068,0.1839,1.0000,0.0689,0.1273,0.0055,0.0025,0.0059,0.0051,0.0211,0.0195,0.0063,0.0465,0.0199,0.0118,0.0309,0.0474,0.0296,0.0317,0.0376,0.0457,0.1290,0.1027,0.0195,0.0359,0.0148,0.0199,0.0228,0.0334,0.0190,0.0021,0.0025,0.0017,0.0000,0.0004,0.0047,0.0017,0.0042
MD/logic_syllogism_1,0.0304,0.0457,0.0254,0.0486,0.1137,0.0757,0.1658,0.0816,0.0165,0.0744,0.0689,1.0000,0.0934,0.0249,0.0355,0.0245,0.0326,0.0152,0.0368,0.0220,0.0584,0.0300,0.0605,0.0964,0.0947,0.0300,0.0317,0.0490,0.0461,0.0888,0.0829,0.0537,0.0829,0.0605,0.0630,0.0875,0.0973,0.0584,0.0055,0.0135,0.0110,0.0101,0.0165,0.0135,0.0063,0.0300
MD/logic_syllogism_symbolic,0.0275,0.0355,0.0254,0.0359,0.0791,0.1099,0.1307,0.1197,0.0161,0.1924,0.1273,0.0934,1.0000,0.0224,0.0347,0.0211,0.0372,0.0114,0.0444,0.0216,0.0431,0.0233,0.0613,0.0753,0.0875,0.0140,0.0169,0.0334,0.0490,0.1953,0.1717,0.0765,0.0837,0.0655,0.0710,0.0638,0.0841,0.0660,0.0072,0.0182,0.0156,0.0123,0.0195,0.0118,0.0089,0.0321
MD/mul_div_2op_symbolic,0.5336,0.3670,0.4575,0.3159,0.3391,0.0355,0.0203,0.0211,0.3590,0.0017,0.0055,0.0249,0.0224,1.0000,0.5294,0.6288,0.4545,0.0702,0.0495,0.5480,0.0101,0.0063,0.0224,0.0249,0.0186,0.0055,0.0042,0.0097,0.0127,0.0173,0.0182,0.0228,0.0228,0.0266,0.0254,0.0199,0.0237,0.0249,0.0038,0.0085,0.0089,0.0076,0.0144,0.0021,0.0038,0.0144
MD/mul_div_2op_verbal,0.3738,0.5197,0.3285,0.4224,0.2981,0.0951,0.0689,0.0841,0.2668,0.0017,0.0025,0.0355,0.0347,0.5294,1.0000,0.4681,0.6144,0.0609,0.0465,0.4101,0.0135,0.0127,0.0710,0.0537,0.0452,0.0059,0.0034,0.0148,0.0195,0.0719,0.0744,0.0461,0.0600,0.0571,0.0554,0.0596,0.0579,0.0567,0.0047,0.0076,0.0076,0.0055,0.0097,0.0030,0.0042,0.0169
MD/mul_div_3op_symbolic,0.4947,0.3433,0.4457,0.3057,0.3336,0.0313,0.0156,0.0203,0.3683,0.0017,0.0059,0.0245,0.0211,0.6288,0.4681,1.0000,0.4837,0.0647,0.0503,0.5497,0.0097,0.0076,0.0241,0.0249,0.0211,0.0059,0.0038,0.0123,0.0127,0.0178,0.0178,0.0233,0.0237,0.0292,0.0203,0.0203,0.0195,0.0266,0.0030,0.0085,0.0089,0.0072,0.0118,0.0030,0.0042,0.0135
MD/mul_div_3op_verbal,0.3459,0.4799,0.3078,0.4089,0.2854,0.0968,0.0605,0.0901,0.2803,0.0013,0.0051,0.0326,0.0372,0.4545,0.6144,0.4837,1.0000,0.0584,0.0461,0.3860,0.0131,0.0156,0.0702,0.0575,0.0512,0.0051,0.0047,0.0161,0.0216,0.0761,0.0782,0.0512,0.0617,0.0655,0.0554,0.0600,0.0643,0.0605,0.0034,0.0068,0.0047,0.0076,0.0097,0.0030,0.0030,0.0182
MD/number_sequence,0.0702,0.0605,0.0558,0.0507,0.0727,0.0228,0.0101,0.0106,0.0605,0.0055,0.0211,0.0152,0.0114,0.0702,0.0609,0.0647,0.0584,1.0000,0.0393,0.0736,0.0178,0.0313,0.0080,0.0135,0.0173,0.0224,0.0266,0.0275,0.0241,0.0059,0.0051,0.0127,0.0140,0.0101,0.0173,0.0118,0.0118,0.0140,0.0038,0.0051,0.0042,0.0017,0.0008,0.0025,0.0030,0.0008
MD/number_sorting,0.0520,0.0482,0.0529,0.0423,0.0757,0.0537,0.0520,0.0448,0.0419,0.0135,0.0195,0.0368,0.0444,0.0495,0.0465,0.0503,0.0461,0.0393,1.0000,0.0482,0.0266,0.0118,0.0330,0.0397,0.0520,0.0123,0.0110,0.0190,0.0300,0.0448,0.0414,0.0309,0.0545,0.0342,0.0355,0.0427,0.0376,0.0321,0.0063,0.0047,0.0038,0.0017,0.0017,0.0034,0.0063,0.0131
MD/simple_equation,0.5535,0.3886,0.4567,0.3285,0.3636,0.0381,0.0224,0.0233,0.3810,0.0021,0.0063,0.0220,0.0216,0.5480,0.4101,0.5497,0.3860,0.0736,0.0482,1.0000,0.0110,0.0080,0.0262,0.0254,0.0237,0.0051,0.0059,0.0114,0.0135,0.0186,0.0207,0.0211,0.0211,0.0258,0.0182,0.0203,0.0233,0.0283,0.0055,0.0068,0.0059,0.0038,0.0085,0.0038,0.0025,0.0114
ToM/agent,0.0148,0.0161,0.0144,0.0182,0.0241,0.0241,0.0393,0.0258,0.0072,0.0326,0.0465,0.0584,0.0431,0.0101,0.0135,0.0097,0.0131,0.0178,0.0266,0.0110,1.0000,0.0858,0.0368,0.0444,0.0605,0.1184,0.0884,0.1894,0.2901,0.0376,0.0262,0.0304,0.0478,0.0304,0.0330,0.0342,0.0330,0.0334,0.0080,0.0063,0.0047,0.0034,0.0042,0.0080,0.0034,0.0093
ToM/desires_goals,0.0101,0.0173,0.0085,0.0190,0.0173,0.0317,0.0262,0.0338,0.0063,0.0135,0.0199,0.0300,0.0233,0.0063,0.0127,0.0076,0.0156,0.0313,0.0118,0.0080,0.0858,1.0000,0.0233,0.0224,0.0283,0.0825,0.1649,0.1493,0.0905,0.0321,0.0283,0.0207,0.0237,0.0224,0.0241,0.0211,0.0249,0.0216,0.0089,0.0072,0.0025,0.0038,0.0013,0.0101,0.0055,0.0072
ToM/emotion_fewshot,0.0292,0.0689,0.0237,0.0668,0.0837,0.1340,0.1256,0.1433,0.0123,0.0076,0.0118,0.0605,0.0613,0.0224,0.0710,0.0241,0.0702,0.0080,0.0330,0.0262,0.0368,0.0233,1.0000,0.1442,0.1349,0.0288,0.0249,0.0372,0.0376,0.1281,0.1357,0.1319,0.1416,0.1425,0.1260,0.1378,0.1442,0.1260,0.0051,0.0190,0.0195,0.0220,0.0334,0.0025,0.0089,0.0279
ToM/norm_appropriate,0.0271,0.0545,0.0258,0.0533,0.0892,0.1163,0.1412,0.1315,0.0114,0.0207,0.0309,0.0964,0.0753,0.0249,0.0537,0.0249,0.0575,0.0135,0.0397,0.0254,0.0444,0.0224,0.1442,1.0000,0.2309,0.0220,0.0216,0.0368,0.0419,0.1167,0.1277,0.1366,0.1624,0.1247,0.1201,0.1391,0.2465,0.1332,0.0063,0.0182,0.0186,0.0173,0.0228,0.0059,0.0089,0.0313
ToM/norm_moral,0.0241,0.0524,0.0195,0.0423,0.0854,0.1137,0.1395,0.1264,0.0106,0.0393,0.0474,0.0947,0.0875,0.0186,0.0452,0.0211,0.0512,0.0173,0.0520,0.0237,0.0605,0.0283,0.1349,0.2309,1.0000,0.0389,0.0402,0.0567,0.0562,0.1391,0.1455,0.1192,0.1729,0.1205,0.1319,0.1307,0.2211,0.1518,0.0059,0.0169,0.0123,0.0127,0.0178,0.0047,0.0063,0.0338
ToM/primary_emotions,0.0059,0.0059,0.0068,0.0123,0.0127,0.0068,0.0186,0.0068,0.0034,0.0207,0.0296,0.0300,0.0140,0.0055,0.0059,0.0059,0.0051,0.0224,0.0123,0.0051,0.1184,0.0825,0.0288,0.0220,0.0389,1.0000,0.1941,0.1006,0.0892,0.0152,0.0135,0.0161,0.0292,0.0110,0.0156,0.0195,0.0190,0.0131,0.0068,0.0059,0.0038,0.0017,0.0008,0.0085,0.0042,0.0030
ToM/secondary_emotions,0.0063,0.0085,0.0055,0.0110,0.0156,0.0199,0.0224,0.0186,0.0030,0.0199,0.0317,0.0317,0.0169,0.0042,0.0034,0.0038,0.0047,0.0266,0.0110,0.0059,0.0884,0.1649,0.0249,0.0216,0.0402,0.1941,1.0000,0.1285,0.0761,0.0292,0.0237,0.0199,0.0283,0.0140,0.0165,0.0190,0.0220,0.0178,0.0034,0.0047,0.0021,0.0000,0.0021,0.0080,0.0025,0.0059
ToM/social_interactions,0.0118,0.0199,0.0123,0.0220,0.0237,0.0279,0.0326,0.0304,0.0068,0.0245,0.0376,0.0490,0.0334,0.0097,0.0148,0.0123,0.0161,0.0275,0.0190,0.0114,0.1894,0.1493,0.0372,0.0368,0.0567,0.1006,0.1285,1.0000,0.1894,0.0410,0.0338,0.0317,0.0431,0.0317,0.0300,0.0359,0.0431,0.0326,0.0063,0.0072,0.0047,0.0051,0.0051,0.0047,0.0042,0.0072
ToM/social_relations,0.0165,0.0199,0.0148,0.0228,0.0283,0.0431,0.0423,0.0427,0.0068,0.0342,0.0457,0.0461,0.0490,0.0127,0.0195,0.0127,0.0216,0.0241,0.0300,0.0135,0.2901,0.0905,0.0376,0.0419,0.0562,0.0892,0.0761,0.1894,1.0000,0.0554,0.0457,0.0364,0.0495,0.0376,0.0436,0.0402,0.0448,0.0503,0.0089,0.0114,0.0076,0.0047,0.0038,0.0072,0.0055,0.0093
phys/phys_newton,0.0216,0.0727,0.0178,0.0617,0.1552,0.3349,0.2275,0.3400,0.0068,0.1285,0.1290,0.0888,0.1953,0.0173,0.0719,0.0178,0.0761,0.0059,0.0448,0.0186,0.0376,0.0321,0.1281,0.1167,0.1391,0.0152,0.0292,0.0410,0.0554,1.0000,0.5416,0.1167,0.1463,0.1243,0.1273,0.1112,0.1378,0.1302,0.0072,0.0127,0.0106,0.0106,0.0144,0.0051,0.0038,0.0351
phys/phys_prost,0.0190,0.0732,0.0156,0.0592,0.1560,0.3442,0.2296,0.3590,0.0076,0.0985,0.1027,0.0829,0.1717,0.0182,0.0744,0.0178,0.0782,0.0051,0.0414,0.0207,0.0262,0.0283,0.1357,0.1277,0.1455,0.0135,0.0237,0.0338,0.0457,0.5416,1.0000,0.1264,0.1581,0.1323,0.1328,0.1235,0.1501,0.1374,0.0068,0.0114,0.0106,0.0123,0.0199,0.0017,0.0038,0.0397
phys/physics_brightness,0.0279,0.0482,0.0224,0.0512,0.0770,0.1171,0.1205,0.1336,0.0089,0.0148,0.0195,0.0537,0.0765,0.0228,0.0461,0.0233,0.0512,0.0127,0.0309,0.0211,0.0304,0.0207,0.1319,0.1366,0.1192,0.0161,0.0199,0.0317,0.0364,0.1167,0.1264,1.0000,0.1831,0.1581,0.1687,0.1366,0.1586,0.1493,0.0063,0.0190,0.0211,0.0228,0.0292,0.0038,0.0195,0.0490
phys/physics_buoyancy,0.0249,0.0605,0.0262,0.0516,0.1027,0.1332,0.1455,0.1463,0.0118,0.0309,0.0359,0.0829,0.0837,0.0228,0.0600,0.0237,0.0617,0.0140,0.0545,0.0211,0.0478,0.0237,0.1416,0.1624,0.1729,0.0292,0.0283,0.0431,0.0495,0.1463,0.1581,0.1831,1.0000,0.1805,0.1899,0.1776,0.1869,0.1759,0.0080,0.0161,0.0140,0.0203,0.0216,0.0034,0.0161,0.0512
phys/physics_elasticity,0.0249,0.0643,0.0262,0.0575,0.0698,0.1273,0.1015,0.1336,0.0131,0.0085,0.0148,0.0605,0.0655,0.0266,0.0571,0.0292,0.0655,0.0101,0.0342,0.0258,0.0304,0.0224,0.1425,0.1247,0.1205,0.0110,0.0140,0.0317,0.0376,0.1243,0.1323,0.1581,0.1805,1.0000,0.1619,0.1268,0.1349,0.1590,0.0089,0.0279,0.0258,0.0321,0.0292,0.0055,0.0292,0.0550
phys/physics_solubility,0.0241,0.0541,0.0182,0.0474,0.0638,0.1294,0.0981,0.1400,0.0110,0.0165,0.0199,0.0630,0.0710,0.0254,0.0554,0.0203,0.0554,0.0173,0.0355,0.0182,0.0330,0.0241,0.1260,0.1201,0.1319,0.0156,0.0165,0.0300,0.0436,0.1273,0.1328,0.1687,0.1899,0.1619,1.0000,0.1298,0.1408,0.1746,0.0063,0.0207,0.0241,0.0296,0.0275,0.0080,0.0199,0.0516
phys/physics_speed,0.0224,0.0647,0.0249,0.0520,0.0918,0.1192,0.1366,0.1273,0.0110,0.0195,0.0228,0.0875,0.0638,0.0199,0.0596,0.0203,0.0600,0.0118,0.0427,0.0203,0.0342,0.0211,0.1378,0.1391,0.1307,0.0195,0.0190,0.0359,0.0402,0.1112,0.1235,0.1366,0.1776,0.1268,0.1298,1.0000,0.1831,0.1378,0.0059,0.0190,0.0190,0.0178,0.0266,0.0063,0.0097,0.0309
phys/physics_stability,0.0262,0.0626,0.0220,0.0588,0.0981,0.1222,0.1539,0.1395,0.0114,0.0309,0.0334,0.0973,0.0841,0.0237,0.0579,0.0195,0.0643,0.0118,0.0376,0.0233,0.0330,0.0249,0.1442,0.2465,0.2211,0.0190,0.0220,0.0431,0.0448,0.1378,0.1501,0.1586,0.1869,0.1349,0.1408,0.1831,1.0000,0.1421,0.0047,0.0173,0.0199,0.0211,0.0216,0.0055,0.0097,0.0355
phys/physics_temperature,0.0309,0.0634,0.0304,0.0605,0.0702,0.1345,0.1011,0.1433,0.0135,0.0135,0.0190,0.0584,0.0660,0.0249,0.0567,0.0266,0.0605,0.0140,0.0321,0.0283,0.0334,0.0216,0.1260,0.1332,0.1518,0.0131,0.0178,0.0326,0.0503,0.1302,0.1374,0.1493,0.1759,0.1590,0.1746,0.1378,0.1421,1.0000,0.0085,0.0173,0.0173,0.0190,0.0283,0.0034,0.0173,0.0385
Lan/anaphor_gender_agreement,0.0047,0.0059,0.0055,0.0047,0.0030,0.0038,0.0030,0.0063,0.0030,0.0008,0.0021,0.0055,0.0072,0.0038,0.0047,0.0030,0.0034,0.0038,0.0063,0.0055,0.0080,0.0089,0.0051,0.0063,0.0059,0.0068,0.0034,0.0063,0.0089,0.0072,0.0068,0.0063,0.0080,0.0089,0.0063,0.0059,0.0047,0.0085,1.0000,0.0381,0.0317,0.0249,0.0148,0.0254,0.0271,0.0093
Lan/det_noun_agreement_irregular,0.0097,0.0123,0.0093,0.0110,0.0042,0.0085,0.0072,0.0101,0.0051,0.0004,0.0025,0.0135,0.0182,0.0085,0.0076,0.0085,0.0068,0.0051,0.0047,0.0068,0.0063,0.0072,0.0190,0.0182,0.0169,0.0059,0.0047,0.0072,0.0114,0.0127,0.0114,0.0190,0.0161,0.0279,0.0207,0.0190,0.0173,0.0173,0.0381,1.0000,0.4943,0.3712,0.0748,0.0254,0.0647,0.1108
Lan/det_noun_agreement_regular,0.0085,0.0097,0.0097,0.0093,0.0038,0.0089,0.0047,0.0123,0.0051,0.0000,0.0017,0.0110,0.0156,0.0089,0.0076,0.0089,0.0047,0.0042,0.0038,0.0059,0.0047,0.0025,0.0195,0.0186,0.0123,0.0038,0.0021,0.0047,0.0076,0.0106,0.0106,0.0211,0.0140,0.0258,0.0241,0.0190,0.0199,0.0173,0.0317,0.4943,1.0000,0.4452,0.0871,0.0233,0.0706,0.1273
Lan/det_noun_agreement_with_adjective,0.0059,0.0080,0.0076,0.0059,0.0017,0.0093,0.0030,0.0118,0.0030,0.0004,0.0000,0.0101,0.0123,0.0076,0.0055,0.0072,0.0076,0.0017,0.0017,0.0038,0.0034,0.0038,0.0220,0.0173,0.0127,0.0017,0.0000,0.0051,0.0047,0.0106,0.0123,0.0228,0.0203,0.0321,0.0296,0.0178,0.0211,0.0190,0.0249,0.3712,0.4452,1.0000,0.0922,0.0169,0.0774,0.1493
Lan/hypernymy,0.0123,0.0106,0.0101,0.0152,0.0021,0.0173,0.0068,0.0220,0.0047,0.0004,0.0004,0.0165,0.0195,0.0144,0.0097,0.0118,0.0097,0.0008,0.0017,0.0085,0.0042,0.0013,0.0334,0.0228,0.0178,0.0008,0.0021,0.0051,0.0038,0.0144,0.0199,0.0292,0.0216,0.0292,0.0275,0.0266,0.0216,0.0283,0.0148,0.0748,0.0871,0.0922,1.0000,0.0101,0.0173,0.0402
Lan/npi,0.0030,0.0042,0.0055,0.0017,0.0051,0.0021,0.0072,0.0025,0.0025,0.0080,0.0047,0.0135,0.0118,0.0021,0.0030,0.0030,0.0030,0.0025,0.0034,0.0038,0.0080,0.0101,0.0025,0.0059,0.0047,0.0085,0.0080,0.0047,0.0072,0.0051,0.0017,0.0038,0.0034,0.0055,0.0080,0.0063,0.0055,0.0034,0.0254,0.0254,0.0233,0.0169,0.0101,1.0000,0.0199,0.0068
Lan/subject_verb_agreement,0.0059,0.0047,0.0051,0.0038,0.0030,0.0034,0.0038,0.0042,0.0038,0.0004,0.0017,0.0063,0.0089,0.0038,0.0042,0.0042,0.0030,0.0030,0.0063,0.0025,0.0034,0.0055,0.0089,0.0089,0.0063,0.0042,0.0025,0.0042,0.0055,0.0038,0.0038,0.0195,0.0161,0.0292,0.0199,0.0097,0.0097,0.0173,0.0271,0.0647,0.0706,0.0774,0.0173,0.0199,1.0000,0.0381
Lan/wug,0.0190,0.0203,0.0148,0.0169,0.0220,0.0600,0.0452,0.0605,0.0068,0.0013,0.0042,0.0300,0.0321,0.0144,0.0169,0.0135,0.0182,0.0008,0.0131,0.0114,0.0093,0.0072,0.0279,0.0313,0.0338,0.0030,0.0059,0.0072,0.0093,0.0351,0.0397,0.0490,0.0512,0.0550,0.0516,0.0309,0.0355,0.0385,0.0093,0.1108,0.1273,0.1493,0.0402,0.0068,0.0381,1.0000
