,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/mul_div_3op_symbolic,MD/mul_div_3op_verbal,MD/number_sequence,MD/number_sorting,MD/simple_equation,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/secondary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_buoyancy,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/subject_verb_agreement,Lan/wug
MD/logic_propositional_symbolic,0.005257,0.004976,0.008671,0.011651,0.011978,0.016381,0.022597,0.013693,0.005940,0.177088,0.000000,0.052469,0.083972,0.004517,0.006071,0.005078,0.002075,0.023711,0.046110,0.006860,0.053136,0.038602,0.014209,0.019248,0.020217,0.042745,0.028728,0.044523,0.042655,0.044912,0.037640,0.012795,0.019367,0.015023,0.014550,0.016016,0.015361,0.014074,0.008689,0.002326,0.001646,0.001160,0.001742,0.019374,0.004993,0.004688
MD/logic_syllogism_1,0.005712,0.011675,0.007225,0.014825,0.030070,0.026927,0.065695,0.026332,0.009441,0.054885,0.052469,0.000000,0.044860,0.005379,0.010613,0.006002,0.008800,0.011948,0.039114,0.007271,0.044797,0.026913,0.030439,0.044041,0.038414,0.022903,0.021388,0.030575,0.029891,0.030805,0.030455,0.023662,0.025197,0.023591,0.022993,0.035123,0.035204,0.022913,0.014894,0.006889,0.005919,0.005633,0.016990,0.044265,0.008660,0.018399
MD/logic_syllogism_symbolic,0.007303,0.006966,0.009993,0.011178,0.015219,0.026827,0.030407,0.027945,0.009034,0.165290,0.083972,0.044860,0.000000,0.006323,0.006854,0.007877,0.008621,0.008840,0.040934,0.008790,0.023962,0.016815,0.021491,0.023658,0.026869,0.015815,0.009308,0.021096,0.027761,0.055209,0.046043,0.026307,0.023614,0.022759,0.020687,0.022620,0.024385,0.019376,0.011129,0.003525,0.003322,0.002873,0.010398,0.017728,0.007980,0.013650
MD/mul_div_2op_symbolic,0.132227,0.072297,0.116712,0.062622,0.052090,0.007750,0.004828,0.004639,0.099506,0.003164,0.004517,0.005379,0.006323,0.000000,0.087159,0.132453,0.073653,0.054761,0.016184,0.102024,0.003263,0.005913,0.004671,0.005063,0.003325,0.004769,0.001812,0.004010,0.004078,0.003440,0.003264,0.005379,0.005525,0.005522,0.006163,0.004465,0.004205,0.006757,0.005309,0.002524,0.002049,0.001681,0.004199,0.004907,0.003525,0.005536
MD/mul_div_2op_verbal,0.072046,0.109539,0.066258,0.090341,0.042437,0.020028,0.014331,0.017386,0.071222,0.003484,0.006071,0.010613,0.006854,0.087159,0.000000,0.082542,0.092725,0.047515,0.016045,0.076370,0.003778,0.007714,0.013612,0.010919,0.009949,0.004830,0.003562,0.005354,0.006105,0.013324,0.013586,0.012871,0.013813,0.014049,0.015805,0.015352,0.011676,0.017427,0.006572,0.003036,0.002837,0.002259,0.005862,0.009218,0.003794,0.007397
MD/mul_div_3op_symbolic,0.103761,0.064848,0.104101,0.062627,0.053443,0.007371,0.004247,0.004397,0.095432,0.002839,0.005078,0.006002,0.007877,0.132453,0.082542,0.000000,0.080421,0.055705,0.017969,0.107017,0.003197,0.005154,0.005346,0.005293,0.003478,0.005018,0.002117,0.003800,0.004388,0.003190,0.002829,0.005053,0.005460,0.006574,0.006296,0.004827,0.004128,0.006620,0.005300,0.002805,0.002449,0.001829,0.005026,0.005937,0.002380,0.005017
MD/mul_div_3op_verbal,0.054910,0.071472,0.054879,0.069391,0.038166,0.016928,0.011114,0.015588,0.068860,0.000626,0.002075,0.008800,0.008621,0.073653,0.092725,0.080421,0.000000,0.035095,0.021076,0.064332,0.003948,0.006297,0.016668,0.012469,0.010480,0.002261,0.001825,0.004940,0.006183,0.012493,0.013156,0.011874,0.011873,0.014818,0.012461,0.013889,0.013008,0.013740,0.003645,0.001904,0.001254,0.002208,0.006388,0.003788,0.002297,0.007403
MD/number_sequence,0.057270,0.049907,0.052911,0.035231,0.051046,0.014363,0.006877,0.008936,0.072631,0.010053,0.023711,0.011948,0.008840,0.054761,0.047515,0.055705,0.035095,0.000000,0.063876,0.067244,0.023243,0.045351,0.007830,0.009343,0.009116,0.032408,0.029906,0.026091,0.025315,0.005359,0.003948,0.008831,0.009609,0.007954,0.011158,0.010205,0.010290,0.009446,0.013441,0.005120,0.003906,0.002670,0.002534,0.013450,0.007226,0.003655
MD/number_sorting,0.016404,0.015166,0.020986,0.024176,0.026921,0.030233,0.025449,0.025245,0.026453,0.037207,0.046110,0.039114,0.040934,0.016184,0.016045,0.017969,0.021076,0.063876,0.000000,0.021153,0.029974,0.035396,0.027982,0.031320,0.033037,0.027969,0.020879,0.024918,0.034369,0.024834,0.024122,0.027929,0.034036,0.026114,0.030546,0.034571,0.028576,0.025033,0.019631,0.005488,0.003957,0.004426,0.004827,0.021919,0.014087,0.012212
MD/simple_equation,0.099895,0.072966,0.096899,0.068254,0.061742,0.007772,0.004793,0.004526,0.105480,0.004415,0.006860,0.007271,0.008790,0.102024,0.076370,0.107017,0.064332,0.067244,0.021153,0.000000,0.004032,0.006190,0.005452,0.005723,0.003569,0.004907,0.002408,0.004684,0.005018,0.003315,0.003084,0.004877,0.006311,0.006301,0.006203,0.004997,0.004380,0.007235,0.006481,0.002517,0.001816,0.001588,0.003770,0.005881,0.002465,0.004542
ToM/agent,0.003133,0.003818,0.004662,0.007516,0.007441,0.008802,0.015684,0.008855,0.004297,0.035236,0.053136,0.044797,0.023962,0.003263,0.003778,0.003197,0.003948,0.023243,0.029974,0.004032,0.000000,0.093325,0.018806,0.020485,0.022849,0.101787,0.070881,0.140433,0.131932,0.016214,0.015943,0.012055,0.017874,0.015791,0.014540,0.015921,0.014852,0.013181,0.012121,0.003860,0.002773,0.002090,0.003428,0.022204,0.005842,0.003879
ToM/desires_goals,0.004966,0.006674,0.008807,0.012756,0.005270,0.009441,0.009904,0.010014,0.007259,0.023956,0.038602,0.026913,0.016815,0.005913,0.007714,0.005154,0.006297,0.045351,0.035396,0.006190,0.093325,0.000000,0.015943,0.017004,0.015008,0.128545,0.160731,0.107706,0.075289,0.011256,0.009676,0.012225,0.017161,0.015955,0.017979,0.011503,0.012567,0.012817,0.024235,0.005248,0.003654,0.003842,0.006244,0.033190,0.010397,0.007391
ToM/emotion_fewshot,0.004309,0.013514,0.006183,0.014592,0.017294,0.031256,0.036131,0.034505,0.005567,0.015081,0.014209,0.030439,0.021491,0.004671,0.013612,0.005346,0.016668,0.007830,0.027982,0.005452,0.018806,0.015943,0.000000,0.067589,0.059247,0.034769,0.031606,0.021447,0.020710,0.032600,0.033887,0.046086,0.046953,0.050273,0.045834,0.055108,0.050655,0.046501,0.018005,0.008721,0.008762,0.008247,0.027699,0.018839,0.012562,0.015204
ToM/norm_appropriate,0.005297,0.010667,0.006119,0.014384,0.018193,0.025911,0.038407,0.028234,0.005500,0.018249,0.019248,0.044041,0.023658,0.005063,0.010919,0.005293,0.012469,0.009343,0.031320,0.005723,0.020485,0.017004,0.067589,0.000000,0.096755,0.021743,0.017198,0.021839,0.019971,0.028122,0.028645,0.044860,0.043808,0.044460,0.040603,0.048425,0.079050,0.042872,0.017002,0.007244,0.006274,0.006025,0.019805,0.020736,0.013164,0.016122
ToM/norm_moral,0.003298,0.008962,0.004139,0.010868,0.015338,0.028696,0.035451,0.031828,0.003458,0.021860,0.020217,0.038414,0.026869,0.003325,0.009949,0.003478,0.010480,0.009116,0.033037,0.003569,0.022849,0.015008,0.059247,0.096755,0.000000,0.021883,0.021801,0.026436,0.024701,0.033078,0.036404,0.041021,0.040961,0.040324,0.040134,0.044422,0.065880,0.054392,0.012560,0.006613,0.005846,0.005402,0.014045,0.011081,0.006912,0.014178
ToM/primary_emotions,0.004417,0.004402,0.006671,0.010099,0.005766,0.004666,0.010020,0.004642,0.005207,0.024152,0.042745,0.022903,0.015815,0.004769,0.004830,0.005018,0.002261,0.032408,0.027969,0.004907,0.101787,0.128545,0.034769,0.021743,0.021883,0.000000,0.248099,0.089894,0.071439,0.007893,0.007994,0.009033,0.015866,0.013470,0.011806,0.013491,0.014005,0.011637,0.021420,0.003968,0.003195,0.002279,0.004164,0.029597,0.007475,0.002345
ToM/secondary_emotions,0.001648,0.003072,0.001961,0.004749,0.004858,0.006605,0.010195,0.006494,0.002822,0.019831,0.028728,0.021388,0.009308,0.001812,0.003562,0.002117,0.001825,0.029906,0.020879,0.002408,0.070881,0.160731,0.031606,0.017198,0.021801,0.248099,0.000000,0.091301,0.055768,0.010049,0.009848,0.009632,0.011837,0.012017,0.009634,0.010893,0.012286,0.010521,0.012775,0.004346,0.003174,0.002808,0.005099,0.022089,0.005572,0.004801
ToM/social_interactions,0.003360,0.005090,0.005437,0.009364,0.007165,0.012543,0.013894,0.013346,0.004729,0.027102,0.044523,0.030575,0.021096,0.004010,0.005354,0.003800,0.004940,0.026091,0.024918,0.004684,0.140433,0.107706,0.021447,0.021839,0.026436,0.089894,0.091301,0.000000,0.102766,0.018294,0.018062,0.014812,0.018252,0.016953,0.016960,0.015474,0.017149,0.016979,0.015332,0.005159,0.003502,0.003553,0.006784,0.020070,0.006347,0.007301
ToM/social_relations,0.003604,0.005645,0.005647,0.009605,0.011173,0.022438,0.022093,0.023935,0.004865,0.030960,0.042655,0.029891,0.027761,0.004078,0.006105,0.004388,0.006183,0.025315,0.034369,0.005018,0.131932,0.075289,0.020710,0.019971,0.024701,0.071439,0.055768,0.102766,0.000000,0.027716,0.026096,0.018418,0.019678,0.020728,0.019994,0.015819,0.015492,0.021803,0.020008,0.004695,0.003805,0.003170,0.007231,0.019365,0.007131,0.006869
phys/phys_newton,0.003013,0.013361,0.003783,0.011002,0.024922,0.069963,0.052043,0.072603,0.003934,0.062112,0.044912,0.030805,0.055209,0.003440,0.013324,0.003190,0.012493,0.005359,0.024834,0.003315,0.016214,0.011256,0.032600,0.028122,0.033078,0.007893,0.010049,0.018294,0.027716,0.000000,0.112017,0.031844,0.029779,0.034521,0.034381,0.026462,0.029683,0.033388,0.012979,0.002936,0.002663,0.002669,0.014705,0.006742,0.003593,0.015496
phys/phys_prost,0.002766,0.014145,0.003397,0.010031,0.025767,0.074666,0.055056,0.079682,0.003359,0.049146,0.037640,0.030455,0.046043,0.003264,0.013586,0.002829,0.013156,0.003948,0.024122,0.003084,0.015943,0.009676,0.033887,0.028645,0.036404,0.007994,0.009848,0.018062,0.026096,0.112017,0.000000,0.034034,0.031836,0.036512,0.033625,0.028399,0.031529,0.037040,0.010708,0.002703,0.002958,0.003083,0.017597,0.005455,0.003298,0.017018
phys/physics_brightness,0.005572,0.011931,0.005672,0.013287,0.018291,0.035506,0.036550,0.038471,0.005552,0.013343,0.012795,0.023662,0.026307,0.005379,0.012871,0.005053,0.011874,0.008831,0.027929,0.004877,0.012055,0.012225,0.046086,0.044860,0.041021,0.009033,0.009632,0.014812,0.018418,0.031844,0.034034,0.000000,0.049706,0.055837,0.056402,0.047419,0.046359,0.047667,0.016801,0.009136,0.009351,0.010423,0.027812,0.012814,0.023121,0.025796
phys/physics_buoyancy,0.005492,0.013867,0.006953,0.012751,0.015574,0.030858,0.028225,0.033279,0.007390,0.018987,0.019367,0.025197,0.023614,0.005525,0.013813,0.005460,0.011873,0.009609,0.034036,0.006311,0.017874,0.017161,0.046953,0.043808,0.040961,0.015866,0.011837,0.018252,0.019678,0.029779,0.031836,0.049706,0.000000,0.061296,0.065486,0.052475,0.045455,0.056416,0.013983,0.007363,0.007087,0.008453,0.017951,0.010087,0.021249,0.029937
phys/physics_elasticity,0.004832,0.013953,0.006614,0.013664,0.015465,0.033630,0.032401,0.036632,0.007102,0.013589,0.015023,0.023591,0.022759,0.005522,0.014049,0.006574,0.014818,0.007954,0.026114,0.006301,0.015791,0.015955,0.050273,0.044460,0.040324,0.013470,0.012017,0.016953,0.020728,0.034521,0.036512,0.055837,0.061296,0.000000,0.068718,0.041270,0.039817,0.063412,0.018786,0.012456,0.011408,0.012375,0.026888,0.016920,0.033745,0.031194
phys/physics_solubility,0.004964,0.014585,0.006395,0.015511,0.014147,0.036136,0.029035,0.039189,0.006075,0.011665,0.014550,0.022993,0.020687,0.006163,0.015805,0.006296,0.012461,0.011158,0.030546,0.006203,0.014540,0.017979,0.045834,0.040603,0.040134,0.011806,0.009634,0.016960,0.019994,0.034381,0.033625,0.056402,0.065486,0.068718,0.000000,0.045424,0.040103,0.082024,0.015583,0.009187,0.008634,0.010596,0.028923,0.016068,0.030096,0.028172
phys/physics_speed,0.003681,0.016295,0.005404,0.015030,0.020001,0.029207,0.036556,0.029342,0.005405,0.016225,0.016016,0.035123,0.022620,0.004465,0.015352,0.004827,0.013889,0.010205,0.034571,0.004997,0.015921,0.011503,0.055108,0.048425,0.044422,0.013491,0.010893,0.015474,0.015819,0.026462,0.028399,0.047419,0.052475,0.041270,0.045424,0.000000,0.061077,0.048114,0.016736,0.008459,0.007834,0.008381,0.028595,0.020626,0.012261,0.013083
phys/physics_stability,0.003705,0.012265,0.003978,0.012908,0.017343,0.027752,0.034998,0.031009,0.005316,0.018930,0.015361,0.035204,0.024385,0.004205,0.011676,0.004128,0.013008,0.010290,0.028576,0.004380,0.014852,0.012567,0.050655,0.079050,0.065880,0.014005,0.012286,0.017149,0.015492,0.029683,0.031529,0.046359,0.045455,0.039817,0.040103,0.061077,0.000000,0.038122,0.014006,0.007283,0.007353,0.007857,0.020495,0.017672,0.010084,0.015735
phys/physics_temperature,0.005903,0.017327,0.007031,0.016749,0.016595,0.038328,0.033178,0.041706,0.007511,0.010665,0.014074,0.022913,0.019376,0.006757,0.017427,0.006620,0.013740,0.009446,0.025033,0.007235,0.013181,0.012817,0.046501,0.042872,0.054392,0.011637,0.010521,0.016979,0.021803,0.033388,0.037040,0.047667,0.056416,0.063412,0.082024,0.048114,0.038122,0.000000,0.017949,0.009750,0.008239,0.008409,0.029651,0.017218,0.025436,0.020723
Lan/anaphor_gender_agreement,0.004653,0.006873,0.007191,0.010021,0.005071,0.008080,0.007989,0.010622,0.011074,0.005880,0.008689,0.014894,0.011129,0.005309,0.006572,0.005300,0.003645,0.013441,0.019631,0.006481,0.012121,0.024235,0.018005,0.017002,0.012560,0.021420,0.012775,0.015332,0.020008,0.012979,0.010708,0.016801,0.013983,0.018786,0.015583,0.016736,0.014006,0.017949,0.000000,0.057300,0.045872,0.049267,0.139273,0.172674,0.127464,0.027593
Lan/det_noun_agreement_irregular,0.002261,0.003571,0.002297,0.004087,0.001859,0.002629,0.003488,0.003298,0.004120,0.001241,0.002326,0.006889,0.003525,0.002524,0.003036,0.002805,0.001904,0.005120,0.005488,0.002517,0.003860,0.005248,0.008721,0.007244,0.006613,0.003968,0.004346,0.005159,0.004695,0.002936,0.002703,0.009136,0.007363,0.012456,0.009187,0.008459,0.007283,0.009750,0.057300,0.000000,0.257327,0.210462,0.088143,0.039136,0.094350,0.103211
Lan/det_noun_agreement_regular,0.001642,0.003015,0.002198,0.003776,0.001681,0.002824,0.003245,0.003678,0.003934,0.000888,0.001646,0.005919,0.003322,0.002049,0.002837,0.002449,0.001254,0.003906,0.003957,0.001816,0.002773,0.003654,0.008762,0.006274,0.005846,0.003195,0.003174,0.003502,0.003805,0.002663,0.002958,0.009351,0.007087,0.011408,0.008634,0.007834,0.007353,0.008239,0.045872,0.257327,0.000000,0.232013,0.086513,0.040333,0.095295,0.112123
Lan/det_noun_agreement_with_adjective,0.001142,0.002538,0.001828,0.003004,0.001340,0.002986,0.003170,0.003630,0.003190,0.000932,0.001160,0.005633,0.002873,0.001681,0.002259,0.001829,0.002208,0.002670,0.004426,0.001588,0.002090,0.003842,0.008247,0.006025,0.005402,0.002279,0.002808,0.003553,0.003170,0.002669,0.003083,0.010423,0.008453,0.012375,0.010596,0.008381,0.007857,0.008409,0.049267,0.210462,0.232013,0.000000,0.127649,0.039442,0.125572,0.169134
Lan/hypernymy,0.003355,0.005502,0.003209,0.009089,0.003974,0.013485,0.010740,0.016466,0.005605,0.001207,0.001742,0.016990,0.010398,0.004199,0.005862,0.005026,0.006388,0.002534,0.004827,0.003770,0.003428,0.006244,0.027699,0.019805,0.014045,0.004164,0.005099,0.006784,0.007231,0.014705,0.017597,0.027812,0.017951,0.026888,0.028923,0.028595,0.020495,0.029651,0.139273,0.088143,0.086513,0.127649,0.000000,0.072957,0.065237,0.066182
Lan/npi,0.005586,0.007274,0.006325,0.012179,0.006302,0.005510,0.010861,0.006767,0.012413,0.030221,0.019374,0.044265,0.017728,0.004907,0.009218,0.005937,0.003788,0.013450,0.021919,0.005881,0.022204,0.033190,0.018839,0.020736,0.011081,0.029597,0.022089,0.020070,0.019365,0.006742,0.005455,0.012814,0.010087,0.016920,0.016068,0.020626,0.017672,0.017218,0.172674,0.039136,0.040333,0.039442,0.072957,0.000000,0.127010,0.026897
Lan/subject_verb_agreement,0.003320,0.002746,0.005085,0.003952,0.003347,0.003172,0.005394,0.004513,0.006890,0.001519,0.004993,0.008660,0.007980,0.003525,0.003794,0.002380,0.002297,0.007226,0.014087,0.002465,0.005842,0.010397,0.012562,0.013164,0.006912,0.007475,0.005572,0.006347,0.007131,0.003593,0.003298,0.023121,0.021249,0.033745,0.030096,0.012261,0.010084,0.025436,0.127464,0.094350,0.095295,0.125572,0.065237,0.127010,0.000000,0.107053
Lan/wug,0.007049,0.007833,0.007116,0.006555,0.008954,0.025328,0.027732,0.028004,0.006724,0.005265,0.004688,0.018399,0.013650,0.005536,0.007397,0.005017,0.007403,0.003655,0.012212,0.004542,0.003879,0.007391,0.015204,0.016122,0.014178,0.002345,0.004801,0.007301,0.006869,0.015496,0.017018,0.025796,0.029937,0.031194,0.028172,0.013083,0.015735,0.020723,0.027593,0.103211,0.112123,0.169134,0.066182,0.026897,0.107053,0.000000
