,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/mul_div_3op_symbolic,MD/mul_div_3op_verbal,MD/number_sequence,MD/number_sorting,MD/simple_equation,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/secondary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_buoyancy,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/subject_verb_agreement,Lan/wug
ToM/norm_appropriate,0.005017,0.012800,0.005650,0.023980,0.048667,0.075267,0.106700,0.079633,0.005800,0.023620,0.022680,0.070267,0.040220,0.005600,0.012033,0.005640,0.026200,0.006967,0.031133,0.005340,0.027633,0.014767,0.132133,1.000000,0.252160,0.020367,0.023350,0.034083,0.032650,0.089350,0.084583,0.104975,0.104375,0.073517,0.072533,0.112950,0.232800,0.076633,0.007617,0.009360,0.009280,0.009167,0.010400,0.005733,0.007480,0.011633
ToM/norm_moral,0.002620,0.015460,0.002660,0.015800,0.048980,0.104540,0.115800,0.117800,0.002860,0.030075,0.030750,0.071260,0.060650,0.002160,0.016900,0.002950,0.027100,0.009333,0.031560,0.003400,0.033980,0.012780,0.129560,0.252160,1.000000,0.022480,0.034125,0.048420,0.050380,0.128900,0.133280,0.098475,0.123067,0.076840,0.084020,0.112700,0.215475,0.125520,0.007820,0.011600,0.010750,0.008740,0.007280,0.002400,0.003200,0.014260
ToM/primary_emotions,0.004567,0.003783,0.007050,0.012140,0.008917,0.006550,0.014050,0.004800,0.003083,0.015300,0.029680,0.017883,0.010760,0.004933,0.003783,0.005460,0.001700,0.016300,0.016417,0.004620,0.105467,0.081267,0.038167,0.020367,0.022480,1.000000,0.227625,0.092650,0.077833,0.010150,0.008667,0.004925,0.019650,0.011017,0.009700,0.012850,0.013250,0.010117,0.003383,0.002940,0.001840,0.001367,0.001400,0.003717,0.001740,0.000983
ToM/secondary_emotions,0.001125,0.003800,0.000550,0.005367,0.007325,0.013975,0.017675,0.013250,0.002575,0.011800,0.019233,0.020250,0.010600,0.001075,0.004100,0.000775,0.001700,0.020733,0.008725,0.002425,0.093750,0.143250,0.043975,0.023350,0.034125,0.227625,1.000000,0.125975,0.075475,0.022725,0.019725,0.008367,0.018167,0.012850,0.011850,0.015200,0.016800,0.012150,0.002825,0.003733,0.002800,0.002675,0.001875,0.003175,0.001000,0.001300
ToM/social_interactions,0.003867,0.005350,0.007000,0.011500,0.016950,0.033267,0.031200,0.034017,0.003817,0.029120,0.042280,0.039367,0.025820,0.004083,0.005783,0.003680,0.003400,0.019767,0.018867,0.005020,0.215750,0.114433,0.028567,0.034083,0.048420,0.092650,0.125975,1.000000,0.177867,0.048617,0.045750,0.022950,0.030775,0.022633,0.023833,0.026225,0.031725,0.024000,0.006467,0.005880,0.003200,0.002783,0.002367,0.004083,0.001960,0.002717
ToM/social_relations,0.003000,0.006900,0.007800,0.012940,0.030283,0.070633,0.056633,0.069083,0.004533,0.036080,0.045700,0.036033,0.046540,0.004117,0.006867,0.006060,0.005100,0.022133,0.024267,0.005540,0.208117,0.076683,0.032483,0.032650,0.050380,0.077833,0.075475,0.177867,1.000000,0.086467,0.082983,0.029575,0.040025,0.032933,0.031967,0.024725,0.031775,0.038133,0.010283,0.006320,0.004200,0.002217,0.003067,0.004783,0.001280,0.004133
phys/phys_newton,0.003217,0.045250,0.005117,0.029700,0.122383,0.356967,0.234733,0.363100,0.004817,0.125180,0.090380,0.073267,0.165820,0.003950,0.047717,0.005300,0.059200,0.006400,0.033783,0.003220,0.036267,0.015967,0.104533,0.089350,0.128900,0.010150,0.022725,0.048617,0.086467,1.000000,0.575583,0.109350,0.131125,0.094417,0.111833,0.097225,0.125200,0.098983,0.011167,0.003680,0.003500,0.002667,0.006967,0.001583,0.001100,0.014383
phys/phys_prost,0.002983,0.044267,0.003383,0.027360,0.116933,0.368733,0.234333,0.380783,0.004150,0.087680,0.068380,0.065033,0.135120,0.004000,0.045550,0.004500,0.053300,0.004967,0.032350,0.002200,0.032767,0.012100,0.103383,0.084583,0.133280,0.008667,0.019725,0.045750,0.082983,0.575583,1.000000,0.114550,0.135275,0.099333,0.104183,0.103000,0.127475,0.107283,0.007450,0.002540,0.002580,0.002533,0.008267,0.000533,0.000800,0.014500
phys/physics_brightness,0.005625,0.019550,0.005550,0.018675,0.051500,0.114050,0.106750,0.116675,0.004475,0.014150,0.014225,0.032250,0.047150,0.002700,0.022350,0.005200,0.025400,0.006900,0.024100,0.004300,0.016900,0.010800,0.099100,0.104975,0.098475,0.004925,0.008367,0.022950,0.029575,0.109350,0.114550,1.000000,0.126767,0.096000,0.111500,0.095425,0.107800,0.093525,0.008625,0.012975,0.014975,0.015050,0.013250,0.006200,0.010100,0.026350
phys/physics_buoyancy,0.007000,0.040675,0.008875,0.025350,0.057925,0.130350,0.098600,0.130675,0.010175,0.023100,0.029600,0.046850,0.046950,0.008425,0.037825,0.007725,0.041500,0.007900,0.047425,0.007900,0.029500,0.022400,0.119400,0.104375,0.123067,0.019650,0.018167,0.030775,0.040025,0.131125,0.135275,0.126767,1.000000,0.138725,0.169925,0.146067,0.144533,0.140300,0.008125,0.013550,0.013800,0.013850,0.011550,0.004350,0.012933,0.034275
phys/physics_elasticity,0.005350,0.019200,0.007600,0.017020,0.037350,0.083417,0.073167,0.092850,0.005400,0.013980,0.013160,0.028217,0.035580,0.004800,0.020317,0.007200,0.034700,0.004933,0.020967,0.006540,0.018750,0.015300,0.080667,0.073517,0.076840,0.011017,0.012850,0.022633,0.032933,0.094417,0.099333,0.096000,0.138725,1.000000,0.106867,0.076775,0.087400,0.095750,0.007867,0.017900,0.018380,0.016767,0.009333,0.003300,0.016520,0.026283
phys/physics_solubility,0.007417,0.028117,0.006717,0.023080,0.039850,0.116350,0.075000,0.116467,0.006500,0.013920,0.013560,0.028867,0.035360,0.006450,0.029967,0.008820,0.033800,0.006333,0.027083,0.007140,0.017650,0.014317,0.083767,0.072533,0.084020,0.009700,0.011850,0.023833,0.031967,0.111833,0.104183,0.111500,0.169925,0.106867,1.000000,0.104425,0.101450,0.130767,0.006317,0.014860,0.013300,0.012133,0.010700,0.003550,0.014880,0.023383
phys/physics_speed,0.004000,0.040200,0.005550,0.025100,0.067175,0.100150,0.118950,0.099850,0.006075,0.020000,0.018325,0.072100,0.036325,0.003575,0.036075,0.004067,0.038900,0.007950,0.033775,0.004067,0.022325,0.010125,0.139375,0.112950,0.112700,0.012850,0.015200,0.026225,0.024725,0.097225,0.103000,0.095425,0.146067,0.076775,0.104425,1.000000,0.168400,0.105525,0.009675,0.013175,0.012200,0.012275,0.019500,0.006275,0.004433,0.008550
phys/physics_stability,0.004675,0.022225,0.004375,0.020600,0.056950,0.105150,0.116350,0.119525,0.004875,0.026150,0.020975,0.073200,0.052275,0.003900,0.023600,0.004900,0.038100,0.006050,0.030150,0.004067,0.022575,0.011275,0.138800,0.232800,0.215475,0.013250,0.016800,0.031725,0.031775,0.125200,0.127475,0.107800,0.144533,0.087400,0.101450,0.168400,1.000000,0.090075,0.008650,0.014050,0.013400,0.013675,0.015750,0.006825,0.003133,0.012825
phys/physics_temperature,0.006133,0.032033,0.008183,0.026380,0.040483,0.112050,0.082050,0.112117,0.007667,0.011140,0.013440,0.030417,0.030360,0.006767,0.029383,0.007140,0.041500,0.005467,0.023067,0.008780,0.016233,0.013867,0.078850,0.076633,0.125520,0.010117,0.012150,0.024000,0.038133,0.098983,0.107283,0.093525,0.140300,0.095750,0.130767,0.105525,0.090075,1.000000,0.008733,0.015820,0.012160,0.011583,0.013683,0.004050,0.010940,0.013717
Lan/anaphor_gender_agreement,0.000683,0.001750,0.001333,0.002980,0.002233,0.005350,0.004000,0.005400,0.003350,0.000640,0.002120,0.005567,0.005200,0.001067,0.001000,0.001760,0.000000,0.003967,0.004383,0.001840,0.004833,0.005933,0.008917,0.007617,0.007820,0.003383,0.002825,0.006467,0.010283,0.011167,0.007450,0.008625,0.008125,0.007867,0.006317,0.009675,0.008650,0.008733,1.000000,0.025920,0.020940,0.017200,0.017367,0.013967,0.017560,0.005817
Lan/det_noun_agreement_irregular,0.001220,0.002340,0.002500,0.004000,0.001180,0.002600,0.003140,0.003680,0.004280,0.000660,0.001400,0.008860,0.004940,0.000660,0.001920,0.001800,0.000800,0.004350,0.003860,0.001475,0.003460,0.002700,0.012480,0.009360,0.011600,0.002940,0.003733,0.005880,0.006320,0.003680,0.002540,0.012975,0.013550,0.017900,0.014860,0.013175,0.014050,0.015820,0.025920,1.000000,0.609340,0.487940,0.056220,0.011520,0.058600,0.124540
Lan/det_noun_agreement_regular,0.001240,0.002160,0.002000,0.003900,0.001200,0.002000,0.003880,0.003380,0.004140,0.000480,0.000960,0.008320,0.004940,0.000680,0.001860,0.001600,0.000800,0.003500,0.002900,0.000625,0.001820,0.002600,0.012280,0.009280,0.010750,0.001840,0.002800,0.003200,0.004200,0.003500,0.002580,0.014975,0.013800,0.018380,0.013300,0.012200,0.013400,0.012160,0.020940,0.609340,1.000000,0.574580,0.056720,0.013760,0.063600,0.145020
Lan/det_noun_agreement_with_adjective,0.000750,0.000733,0.001100,0.003300,0.000783,0.001983,0.003083,0.002950,0.003283,0.000640,0.000300,0.005950,0.004260,0.000133,0.000467,0.001300,0.000800,0.001133,0.002267,0.000680,0.001233,0.002250,0.009433,0.009167,0.008740,0.001367,0.002675,0.002783,0.002217,0.002667,0.002533,0.015050,0.013850,0.016767,0.012133,0.012275,0.013675,0.011583,0.017200,0.487940,0.574580,1.000000,0.057000,0.010050,0.059360,0.171367
Lan/hypernymy,0.000283,0.001667,0.000000,0.003940,0.002283,0.005167,0.005300,0.007100,0.002350,0.000500,0.000460,0.006883,0.005360,0.000783,0.001567,0.000400,0.000800,0.000000,0.000283,0.001120,0.000967,0.002633,0.014267,0.010400,0.007280,0.001400,0.001875,0.002367,0.003067,0.006967,0.008267,0.013250,0.011550,0.009333,0.010700,0.019500,0.015750,0.013683,0.017367,0.056220,0.056720,0.057000,1.000000,0.008033,0.008160,0.016817
Lan/npi,0.000317,0.001100,0.001117,0.003020,0.001200,0.001717,0.002750,0.001467,0.003100,0.004240,0.002120,0.011717,0.005000,0.000400,0.001317,0.000960,0.000000,0.001400,0.003250,0.001220,0.003783,0.004433,0.004967,0.005733,0.002400,0.003717,0.003175,0.004083,0.004783,0.001583,0.000533,0.006200,0.004350,0.003300,0.003550,0.006275,0.006825,0.004050,0.013967,0.011520,0.013760,0.010050,0.008033,1.000000,0.011460,0.003633
Lan/subject_verb_agreement,0.000000,0.000560,0.001680,0.000675,0.001240,0.000540,0.001900,0.001000,0.002200,0.000200,0.001250,0.002400,0.003250,0.000540,0.000160,0.000200,0.000000,0.001400,0.002080,0.000825,0.001160,0.002140,0.004600,0.007480,0.003200,0.001740,0.001000,0.001960,0.001280,0.001100,0.000800,0.010100,0.012933,0.016520,0.014880,0.004433,0.003133,0.010940,0.017560,0.058600,0.063600,0.059360,0.008160,0.011460,1.000000,0.031700
Lan/wug,0.003733,0.003433,0.003267,0.001920,0.006867,0.026033,0.028067,0.027000,0.002883,0.001460,0.001780,0.011800,0.011000,0.001500,0.002017,0.001480,0.005100,0.000767,0.003700,0.001400,0.002300,0.002867,0.010050,0.011633,0.014260,0.000983,0.001300,0.002717,0.004133,0.014383,0.014500,0.026350,0.034275,0.026283,0.023383,0.008550,0.012825,0.013717,0.005817,0.124540,0.145020,0.171367,0.016817,0.003633,0.031700,1.000000
