,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/mul_div_3op_symbolic,MD/mul_div_3op_verbal,MD/number_sequence,MD/number_sorting,MD/simple_equation,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/secondary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_buoyancy,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/subject_verb_agreement,Lan/wug
MD/logic_propositional_symbolic,0.064560,0.070440,0.069720,0.075020,0.082240,0.095020,0.087360,0.083740,0.064700,0.175980,1.000000,0.099740,0.124720,0.058060,0.064400,0.057100,0.047900,0.110650,0.087940,0.072000,0.127100,0.114500,0.065980,0.076640,0.070500,0.109140,0.121467,0.121600,0.119880,0.150120,0.128220,0.060575,0.075550,0.063020,0.068660,0.063200,0.067200,0.061640,0.068660,0.067260,0.067780,0.068260,0.052940,0.084440,0.056075,0.071940
MD/logic_syllogism_1,0.117983,0.123833,0.119250,0.121720,0.154500,0.137783,0.170583,0.134767,0.119283,0.098460,0.099740,1.000000,0.117980,0.114367,0.119700,0.119980,0.142100,0.076633,0.112800,0.122600,0.125983,0.084417,0.120767,0.129533,0.134700,0.091333,0.086950,0.113983,0.114367,0.132600,0.139900,0.121650,0.125400,0.118750,0.117767,0.126225,0.128850,0.114017,0.069533,0.077860,0.077180,0.078483,0.084800,0.084367,0.076380,0.104250
MD/logic_syllogism_symbolic,0.112640,0.114360,0.114360,0.116180,0.122320,0.115240,0.121160,0.115500,0.107140,0.174980,0.124720,0.117980,1.000000,0.110740,0.113800,0.118525,0.143500,0.054250,0.108080,0.120800,0.105900,0.081020,0.105560,0.109980,0.116350,0.083620,0.074700,0.098120,0.099500,0.150960,0.138300,0.111100,0.121325,0.106340,0.106760,0.112100,0.114425,0.104780,0.059200,0.065320,0.065420,0.071000,0.079540,0.076040,0.068025,0.091700
MD/mul_div_2op_symbolic,0.265817,0.187533,0.221217,0.166980,0.178100,0.134267,0.138683,0.139500,0.186567,0.048860,0.058060,0.114367,0.110740,1.000000,0.202183,0.266420,0.239800,0.047900,0.110867,0.214440,0.072150,0.053033,0.145683,0.134867,0.142200,0.058733,0.044750,0.071750,0.074433,0.087100,0.104967,0.153475,0.148925,0.150650,0.143800,0.153350,0.147350,0.152950,0.071850,0.087500,0.084040,0.084850,0.107450,0.067867,0.088120,0.118983
MD/mul_div_2op_verbal,0.187967,0.275483,0.182850,0.230420,0.170333,0.149733,0.148083,0.155333,0.164767,0.055200,0.064400,0.119700,0.113800,0.202183,1.000000,0.204640,0.298300,0.056200,0.113433,0.189200,0.082617,0.064217,0.148633,0.139150,0.144560,0.067933,0.054100,0.081700,0.083950,0.104683,0.121617,0.149675,0.158650,0.152600,0.149850,0.150150,0.145750,0.155333,0.075600,0.092600,0.090160,0.090450,0.108317,0.074833,0.091000,0.124750
MD/mul_div_3op_symbolic,0.224240,0.189880,0.222620,0.179325,0.180900,0.129160,0.138080,0.136800,0.197300,0.045575,0.057100,0.119980,0.118525,0.266420,0.204640,1.000000,0.269700,0.049600,0.118880,0.210120,0.074360,0.051020,0.148760,0.138400,0.148925,0.057540,0.045825,0.070760,0.073480,0.086360,0.105080,0.159633,0.147325,0.152080,0.146420,0.159500,0.153633,0.155660,0.069160,0.080550,0.078425,0.083020,0.106820,0.069520,0.091400,0.115280
MD/mul_div_3op_verbal,0.219700,0.258000,0.211600,0.248200,0.190200,0.171700,0.154600,0.166900,0.206800,0.039700,0.047900,0.142100,0.143500,0.239800,0.298300,0.269700,1.000000,0.037700,0.165600,0.229500,0.098900,0.043700,0.196000,0.178200,0.176000,0.055400,0.041900,0.077900,0.081500,0.108600,0.136400,0.179300,0.181300,0.187200,0.172300,0.184600,0.183100,0.187000,0.032400,0.058500,0.060100,0.083500,0.130100,0.072300,0.085900,0.137700
MD/number_sequence,0.054067,0.061733,0.052000,0.053450,0.069933,0.090233,0.068167,0.078700,0.054567,0.102600,0.110650,0.076633,0.054250,0.047900,0.056200,0.049600,0.037700,1.000000,0.083033,0.066600,0.116833,0.134133,0.055367,0.061700,0.062033,0.122067,0.129933,0.124800,0.122700,0.097200,0.087100,0.047450,0.048250,0.052033,0.058267,0.046650,0.046300,0.050067,0.078400,0.077350,0.075750,0.063700,0.049000,0.077533,0.060800,0.062267
MD/number_sorting,0.111417,0.112767,0.115383,0.119400,0.118483,0.113400,0.110500,0.111933,0.113550,0.078520,0.087940,0.112800,0.108080,0.110867,0.113433,0.118880,0.165600,0.083033,1.000000,0.120080,0.105483,0.083683,0.109233,0.111067,0.113900,0.088800,0.083000,0.099517,0.100550,0.104800,0.108617,0.116525,0.121600,0.107500,0.108767,0.119000,0.117200,0.107983,0.065467,0.071220,0.071300,0.071500,0.078883,0.076200,0.074860,0.089883
MD/simple_equation,0.207320,0.186820,0.193880,0.176850,0.187060,0.138460,0.139940,0.141000,0.189540,0.060125,0.072000,0.122600,0.120800,0.214440,0.189200,0.210120,0.229500,0.066600,0.120080,1.000000,0.086360,0.063580,0.146020,0.138960,0.148875,0.068040,0.059300,0.082640,0.085320,0.097000,0.112360,0.152867,0.144925,0.149360,0.142600,0.154767,0.152067,0.150120,0.068520,0.080400,0.078925,0.080380,0.101000,0.071920,0.087725,0.114240
ToM/agent,0.077933,0.087383,0.082650,0.093680,0.097750,0.118217,0.108517,0.108900,0.078833,0.126420,0.127100,0.125983,0.105900,0.072150,0.082617,0.074360,0.098900,0.116833,0.105483,0.086360,1.000000,0.143617,0.092317,0.104967,0.104980,0.163450,0.151925,0.255200,0.237883,0.143217,0.137517,0.085750,0.099850,0.086433,0.092567,0.090825,0.093525,0.082217,0.071517,0.078540,0.078500,0.076633,0.066467,0.091667,0.068780,0.086450
ToM/desires_goals,0.056100,0.065083,0.060800,0.072860,0.067917,0.084433,0.072817,0.077117,0.058400,0.111940,0.114500,0.084417,0.081020,0.053033,0.064217,0.051020,0.043700,0.134133,0.083683,0.063580,0.143617,1.000000,0.067267,0.074017,0.068560,0.148500,0.178675,0.154050,0.141017,0.108450,0.097400,0.060175,0.074550,0.062217,0.069867,0.062350,0.063575,0.061050,0.073433,0.075800,0.075860,0.069883,0.057717,0.081067,0.059840,0.067283
ToM/emotion_fewshot,0.145550,0.148400,0.139717,0.135560,0.145950,0.139750,0.146217,0.146200,0.130983,0.055000,0.065980,0.120767,0.105560,0.145683,0.148633,0.148760,0.196000,0.055367,0.109233,0.146020,0.092317,0.067267,1.000000,0.185100,0.178820,0.082783,0.073725,0.090950,0.090167,0.105267,0.121633,0.167625,0.170075,0.168133,0.163767,0.179200,0.176325,0.165750,0.073467,0.088240,0.085740,0.089083,0.112500,0.073117,0.089160,0.118417
ToM/norm_appropriate,0.136200,0.140367,0.132083,0.130780,0.141767,0.135267,0.144067,0.139083,0.123850,0.066740,0.076640,0.129533,0.109980,0.134867,0.139150,0.138400,0.178200,0.061700,0.111067,0.138960,0.104967,0.074017,0.185100,1.000000,0.233100,0.084083,0.076550,0.102633,0.099467,0.112417,0.125050,0.155525,0.168100,0.154300,0.155000,0.165150,0.215125,0.153550,0.071333,0.085940,0.083320,0.085733,0.102300,0.077717,0.086880,0.114833
ToM/norm_moral,0.143180,0.145820,0.138620,0.138200,0.147560,0.138820,0.149940,0.144720,0.130780,0.058450,0.070500,0.134700,0.116350,0.142200,0.144560,0.148925,0.176000,0.062033,0.113900,0.148875,0.104980,0.068560,0.178820,0.233100,1.000000,0.079860,0.074125,0.101140,0.098200,0.111120,0.126640,0.158850,0.169500,0.164280,0.161600,0.166350,0.191625,0.165120,0.069160,0.079950,0.077100,0.083120,0.105540,0.075540,0.088050,0.115820
ToM/primary_emotions,0.062233,0.069183,0.067617,0.077560,0.076500,0.087667,0.079333,0.080217,0.067317,0.108780,0.109140,0.091333,0.083620,0.058733,0.067933,0.057540,0.055400,0.122067,0.088800,0.068040,0.163450,0.148500,0.082783,0.084083,0.079860,1.000000,0.296100,0.166800,0.150850,0.106783,0.098617,0.067900,0.077925,0.069283,0.073067,0.071050,0.073900,0.065767,0.072883,0.076440,0.075840,0.070100,0.059567,0.081317,0.062400,0.068317
ToM/secondary_emotions,0.049500,0.059200,0.050350,0.065167,0.066100,0.088450,0.075425,0.080175,0.050200,0.118833,0.121467,0.086950,0.074700,0.044750,0.054100,0.045825,0.041900,0.129933,0.083000,0.059300,0.151925,0.178675,0.073725,0.076550,0.074125,0.296100,1.000000,0.173900,0.147525,0.111725,0.100650,0.066267,0.070133,0.061800,0.065750,0.066233,0.069233,0.057625,0.076125,0.081733,0.080933,0.069750,0.055800,0.083200,0.061000,0.067100
ToM/social_interactions,0.076000,0.084750,0.079867,0.089140,0.093200,0.113233,0.101500,0.104850,0.076433,0.117120,0.121600,0.113983,0.098120,0.071750,0.081700,0.070760,0.077900,0.124800,0.099517,0.082640,0.255200,0.154050,0.090950,0.102633,0.101140,0.166800,0.173900,1.000000,0.200833,0.132767,0.126550,0.081825,0.094500,0.084200,0.089350,0.085325,0.089200,0.080417,0.073717,0.081820,0.081260,0.077033,0.066000,0.087733,0.068060,0.082333
ToM/social_relations,0.078417,0.087850,0.082483,0.092080,0.096367,0.116783,0.103933,0.109067,0.079167,0.117020,0.119880,0.114367,0.099500,0.074433,0.083950,0.073480,0.081500,0.122700,0.100550,0.085320,0.237883,0.141017,0.090167,0.099467,0.098200,0.150850,0.147525,0.200833,1.000000,0.136633,0.129933,0.085500,0.096000,0.086417,0.089733,0.087450,0.089675,0.083250,0.074783,0.082640,0.082400,0.077583,0.068767,0.088183,0.069380,0.085833
phys/phys_newton,0.094867,0.110800,0.096633,0.108160,0.137383,0.194783,0.156300,0.183950,0.089150,0.178340,0.150120,0.132600,0.150960,0.087100,0.104683,0.086360,0.108600,0.097200,0.104800,0.097000,0.143217,0.108450,0.105267,0.112417,0.111120,0.106783,0.111725,0.132767,0.136633,1.000000,0.371700,0.098575,0.119375,0.103650,0.107667,0.098275,0.106450,0.099117,0.077800,0.086660,0.087540,0.091150,0.095000,0.090183,0.072440,0.116533
phys/phys_prost,0.111817,0.127217,0.111500,0.119680,0.154500,0.210133,0.174083,0.205217,0.104250,0.145660,0.128220,0.139900,0.138300,0.104967,0.121617,0.105080,0.136400,0.087100,0.108617,0.112360,0.137517,0.097400,0.121633,0.125050,0.126640,0.098617,0.100650,0.126550,0.129933,0.371700,1.000000,0.118800,0.133975,0.122217,0.122783,0.118875,0.125425,0.118117,0.079067,0.092400,0.092480,0.096533,0.107817,0.087767,0.077880,0.125317
phys/physics_brightness,0.152250,0.149100,0.143075,0.139300,0.144475,0.134925,0.142800,0.143650,0.134875,0.048350,0.060575,0.121650,0.111100,0.153475,0.149675,0.159633,0.179300,0.047450,0.116525,0.152867,0.085750,0.060175,0.167625,0.155525,0.158850,0.067900,0.066267,0.081825,0.085500,0.098575,0.118800,1.000000,0.185500,0.176650,0.179075,0.177050,0.166075,0.174350,0.065150,0.081675,0.079450,0.085300,0.114025,0.069900,0.090867,0.121000
phys/physics_buoyancy,0.148275,0.154250,0.147025,0.149425,0.150500,0.146750,0.147200,0.153075,0.137050,0.064650,0.075550,0.125400,0.121325,0.148925,0.158650,0.147325,0.181300,0.048250,0.121600,0.144925,0.099850,0.074550,0.170075,0.168100,0.169500,0.077925,0.070133,0.094500,0.096000,0.119375,0.133975,0.185500,1.000000,0.184300,0.191800,0.181833,0.178000,0.179875,0.066325,0.085825,0.084050,0.089900,0.113000,0.075150,0.090000,0.123525
phys/physics_elasticity,0.149217,0.151967,0.142133,0.137820,0.146683,0.140017,0.144733,0.148467,0.134067,0.052400,0.063020,0.118750,0.106340,0.150650,0.152600,0.152080,0.187200,0.052033,0.107500,0.149360,0.086433,0.062217,0.168133,0.154300,0.164280,0.069283,0.061800,0.084200,0.086417,0.103650,0.122217,0.176650,0.184300,1.000000,0.177200,0.172225,0.170825,0.181333,0.074017,0.092040,0.089560,0.090467,0.114233,0.072100,0.092340,0.123283
phys/physics_solubility,0.142433,0.147667,0.138367,0.137280,0.142800,0.140250,0.141817,0.147967,0.129383,0.056500,0.068660,0.117767,0.106760,0.143800,0.149850,0.146420,0.172300,0.058267,0.108767,0.142600,0.092567,0.069867,0.163767,0.155000,0.161600,0.073067,0.065750,0.089350,0.089733,0.107667,0.122783,0.179075,0.191800,0.177200,1.000000,0.175200,0.165400,0.196000,0.073600,0.090560,0.087720,0.089350,0.112333,0.074550,0.090440,0.121833
phys/physics_speed,0.152625,0.150675,0.142550,0.141175,0.148525,0.132775,0.146125,0.139950,0.133950,0.050000,0.063200,0.126225,0.112100,0.153350,0.150150,0.159500,0.184600,0.046650,0.119000,0.154767,0.090825,0.062350,0.179200,0.165150,0.166350,0.071050,0.066233,0.085325,0.087450,0.098275,0.118875,0.177050,0.181833,0.172225,0.175200,1.000000,0.180925,0.172800,0.063200,0.079525,0.077900,0.083850,0.113475,0.071375,0.088467,0.115750
phys/physics_stability,0.148700,0.148100,0.139300,0.138150,0.148375,0.136600,0.147425,0.144125,0.130750,0.056100,0.067200,0.128850,0.114425,0.147350,0.145750,0.153633,0.183100,0.046300,0.117200,0.152067,0.093525,0.063575,0.176325,0.215125,0.191625,0.073900,0.069233,0.089200,0.089675,0.106450,0.125425,0.166075,0.178000,0.170825,0.165400,0.180925,1.000000,0.166975,0.063625,0.080325,0.078650,0.084900,0.111350,0.073250,0.087067,0.117925
phys/physics_temperature,0.149933,0.154500,0.144917,0.138780,0.145650,0.138200,0.141767,0.147950,0.136050,0.049020,0.061640,0.114017,0.104780,0.152950,0.155333,0.155660,0.187000,0.050067,0.107983,0.150120,0.082217,0.061050,0.165750,0.153550,0.165120,0.065767,0.057625,0.080417,0.083250,0.099117,0.118117,0.174350,0.179875,0.181333,0.196000,0.172800,0.166975,1.000000,0.073583,0.090160,0.086740,0.089050,0.114583,0.070817,0.091380,0.120917
Lan/anaphor_gender_agreement,0.072833,0.076133,0.072267,0.067640,0.075950,0.083933,0.078250,0.085433,0.070083,0.069160,0.068660,0.069533,0.059200,0.071850,0.075600,0.069160,0.032400,0.078400,0.065467,0.068520,0.071517,0.073433,0.073467,0.071333,0.069160,0.072883,0.076125,0.073717,0.074783,0.077800,0.079067,0.065150,0.066325,0.074017,0.073600,0.063200,0.063625,0.073583,1.000000,0.111140,0.108700,0.103883,0.091483,0.088800,0.091160,0.084117
Lan/det_noun_agreement_irregular,0.089160,0.092680,0.085400,0.083880,0.091560,0.109020,0.096340,0.109160,0.080940,0.065800,0.067260,0.077860,0.065320,0.087500,0.092600,0.080550,0.058500,0.077350,0.071220,0.080400,0.078540,0.075800,0.088240,0.085940,0.079950,0.076440,0.081733,0.081820,0.082640,0.086660,0.092400,0.081675,0.085825,0.092040,0.090560,0.079525,0.080325,0.090160,0.111140,1.000000,0.341980,0.251260,0.117000,0.096740,0.109975,0.119340
Lan/det_noun_agreement_regular,0.086800,0.090180,0.083640,0.082500,0.089360,0.106840,0.093500,0.106120,0.079260,0.067720,0.067780,0.077180,0.065420,0.084040,0.090160,0.078425,0.060100,0.075750,0.071300,0.078925,0.078500,0.075860,0.085740,0.083320,0.077100,0.075840,0.080933,0.081260,0.082400,0.087540,0.092480,0.079450,0.084050,0.089560,0.087720,0.077900,0.078650,0.086740,0.108700,0.341980,1.000000,0.255540,0.119400,0.097720,0.110075,0.119780
Lan/det_noun_agreement_with_adjective,0.086800,0.090167,0.084883,0.084880,0.088633,0.105083,0.094033,0.105733,0.079283,0.070240,0.068260,0.078483,0.071000,0.084850,0.090450,0.083020,0.083500,0.063700,0.071500,0.080380,0.076633,0.069883,0.089083,0.085733,0.083120,0.070100,0.069750,0.077033,0.077583,0.091150,0.096533,0.085300,0.089900,0.090467,0.089350,0.083850,0.084900,0.089050,0.103883,0.251260,0.255540,1.000000,0.125583,0.097800,0.114440,0.126767
Lan/hypernymy,0.105783,0.106650,0.102433,0.098440,0.101233,0.114750,0.106400,0.121250,0.097167,0.051720,0.052940,0.084800,0.079540,0.107450,0.108317,0.106820,0.130100,0.049000,0.078883,0.101000,0.066467,0.057717,0.112500,0.102300,0.105540,0.059567,0.055800,0.066000,0.068767,0.095000,0.107817,0.114025,0.113000,0.114233,0.112333,0.113475,0.111350,0.114583,0.091483,0.117000,0.119400,0.125583,1.000000,0.075683,0.100540,0.110200
Lan/npi,0.071117,0.076083,0.073283,0.074640,0.078800,0.086600,0.083467,0.084033,0.070833,0.089740,0.084440,0.084367,0.076040,0.067867,0.074833,0.069520,0.072300,0.077533,0.076200,0.071920,0.091667,0.081067,0.073117,0.077717,0.075540,0.081317,0.083200,0.087733,0.088183,0.090183,0.087767,0.069900,0.075150,0.072100,0.074550,0.071375,0.073250,0.070817,0.088800,0.096740,0.097720,0.097800,0.075683,1.000000,0.087500,0.086083
Lan/subject_verb_agreement,0.086460,0.089160,0.086380,0.082275,0.086940,0.088620,0.087040,0.091900,0.085000,0.053650,0.056075,0.076380,0.068025,0.088120,0.091000,0.091400,0.085900,0.060800,0.074860,0.087725,0.068780,0.059840,0.089160,0.086880,0.088050,0.062400,0.061000,0.068060,0.069380,0.072440,0.077880,0.090867,0.090000,0.092340,0.090440,0.088467,0.087067,0.091380,0.091160,0.109975,0.110075,0.114440,0.100540,0.087500,1.000000,0.103460
Lan/wug,0.122200,0.126267,0.116017,0.114440,0.126583,0.147983,0.133733,0.148633,0.107250,0.071580,0.071940,0.104250,0.091700,0.118983,0.124750,0.115280,0.137700,0.062267,0.089883,0.114240,0.086450,0.067283,0.118417,0.114833,0.115820,0.068317,0.067100,0.082333,0.085833,0.116533,0.125317,0.121000,0.123525,0.123283,0.121833,0.115750,0.117925,0.120917,0.084117,0.119340,0.119780,0.126767,0.110200,0.086083,0.103460,1.000000
