,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/mul_div_3op_symbolic,MD/mul_div_3op_verbal,MD/number_sequence,MD/number_sorting,MD/simple_equation,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/secondary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_buoyancy,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/subject_verb_agreement,Lan/wug
MD/mul_div_2op_symbolic,0.083719,0.042395,0.066675,0.035870,0.036478,0.021243,0.018274,0.019230,0.057656,0.009920,0.012383,0.017820,0.016700,0.000000,0.046429,0.080603,0.043573,0.028606,0.023305,0.059014,0.010555,0.012746,0.020009,0.018386,0.017246,0.010812,0.007326,0.011663,0.012985,0.013842,0.014299,0.020837,0.018915,0.022049,0.020407,0.019720,0.018276,0.023329,0.017486,0.013079,0.012597,0.013347,0.017547,0.014963,0.016865,0.021726
MD/mul_div_2op_verbal,0.041282,0.071994,0.041397,0.057945,0.031073,0.026255,0.022397,0.025259,0.041139,0.011660,0.014289,0.020097,0.017507,0.046429,0.000000,0.046483,0.063003,0.026388,0.023012,0.042948,0.012721,0.016671,0.023166,0.021355,0.020468,0.013564,0.010359,0.014463,0.015466,0.019019,0.019977,0.021930,0.022763,0.024509,0.024379,0.021976,0.020692,0.026569,0.018136,0.014030,0.013377,0.013979,0.018395,0.018222,0.017480,0.022340
MD/mul_div_3op_symbolic,0.063857,0.041478,0.064542,0.037078,0.036438,0.020138,0.017300,0.018292,0.058186,0.009480,0.012293,0.018041,0.018807,0.080603,0.046483,0.000000,0.051068,0.030354,0.025985,0.061030,0.010574,0.012294,0.019906,0.018242,0.017760,0.011007,0.007627,0.011637,0.012631,0.013056,0.013522,0.020429,0.019351,0.021476,0.020164,0.020036,0.018354,0.022632,0.015773,0.012707,0.012444,0.012314,0.017739,0.015889,0.015825,0.018890
MD/mul_div_3op_verbal,0.037527,0.049590,0.036592,0.048231,0.027444,0.021829,0.016721,0.020289,0.042370,0.005914,0.007799,0.017748,0.018347,0.043573,0.063003,0.051068,0.000000,0.019478,0.025504,0.040857,0.011142,0.010246,0.022921,0.020619,0.019159,0.008640,0.007975,0.011026,0.011060,0.015032,0.016070,0.021276,0.020319,0.022820,0.020929,0.021860,0.020395,0.022854,0.009078,0.009934,0.009970,0.010705,0.016481,0.012638,0.013830,0.019141
MD/number_sequence,0.030511,0.028449,0.028898,0.020342,0.027922,0.022890,0.017861,0.019967,0.030945,0.026510,0.042352,0.025400,0.015410,0.028606,0.026388,0.030354,0.019478,0.000000,0.038669,0.033266,0.032897,0.059167,0.015877,0.016788,0.018620,0.042902,0.046759,0.034271,0.034930,0.019143,0.017771,0.013981,0.014645,0.014714,0.017440,0.014023,0.012012,0.014457,0.037237,0.017641,0.016996,0.011718,0.010512,0.024817,0.017251,0.015903
MD/number_sorting,0.024407,0.023484,0.027177,0.028415,0.025701,0.023470,0.023639,0.022256,0.031729,0.028127,0.036134,0.032549,0.035044,0.023305,0.023012,0.025985,0.025504,0.038669,0.000000,0.029549,0.028729,0.032969,0.024625,0.026356,0.027403,0.029416,0.026233,0.027793,0.028881,0.023127,0.022206,0.025597,0.026378,0.024067,0.025024,0.027854,0.025371,0.024713,0.020468,0.012564,0.012449,0.013116,0.017940,0.026612,0.020406,0.018940
MD/simple_equation,0.055598,0.042774,0.052873,0.039413,0.039257,0.021166,0.019315,0.019468,0.056473,0.013063,0.015851,0.021581,0.022153,0.059014,0.042948,0.061030,0.040857,0.033266,0.029549,0.000000,0.013425,0.014961,0.021562,0.020404,0.019820,0.013517,0.010075,0.014186,0.015269,0.015071,0.015232,0.020961,0.020375,0.022491,0.021307,0.021313,0.019636,0.023500,0.015202,0.011798,0.011728,0.011514,0.014634,0.016080,0.015184,0.018201
ToM/agent,0.011634,0.012763,0.013610,0.016983,0.013609,0.015413,0.018921,0.014733,0.012115,0.041683,0.047182,0.037193,0.029907,0.010555,0.012721,0.010574,0.011142,0.032897,0.028729,0.013425,0.000000,0.058852,0.019817,0.023802,0.022868,0.063503,0.050727,0.095053,0.089786,0.025631,0.024069,0.016426,0.019832,0.017155,0.018908,0.018225,0.018234,0.015526,0.017574,0.011527,0.011325,0.010796,0.011498,0.028665,0.013439,0.012786
ToM/desires_goals,0.013103,0.015105,0.015992,0.020386,0.012267,0.015120,0.015833,0.015042,0.014907,0.037340,0.047046,0.027975,0.026812,0.012746,0.016671,0.012294,0.010246,0.059167,0.032969,0.014961,0.058852,0.000000,0.019716,0.021741,0.020838,0.076202,0.082981,0.062671,0.056007,0.022740,0.020506,0.016824,0.020577,0.017135,0.019954,0.016629,0.016710,0.017032,0.026218,0.013888,0.013820,0.013821,0.015142,0.031762,0.018624,0.014017
ToM/emotion_fewshot,0.019338,0.023093,0.020140,0.021707,0.021451,0.025226,0.028092,0.026999,0.018239,0.013451,0.015738,0.025533,0.018715,0.020009,0.023166,0.019906,0.022921,0.015877,0.024625,0.021562,0.019817,0.019716,0.000000,0.049110,0.045454,0.026579,0.024899,0.022157,0.020962,0.023970,0.025654,0.037093,0.035414,0.041002,0.037748,0.042027,0.040191,0.039692,0.021783,0.016678,0.015621,0.017348,0.028137,0.020192,0.021598,0.023171
ToM/norm_appropriate,0.018127,0.021485,0.018352,0.021429,0.021356,0.022998,0.028677,0.023989,0.017133,0.016594,0.019887,0.030926,0.020984,0.018386,0.021355,0.018242,0.020619,0.016788,0.026356,0.020404,0.023802,0.021741,0.049110,0.000000,0.066738,0.023946,0.022108,0.025630,0.023464,0.023613,0.024447,0.033347,0.035412,0.035515,0.035141,0.037489,0.053193,0.034594,0.019116,0.015044,0.014666,0.015950,0.022088,0.022901,0.020384,0.022534
ToM/norm_moral,0.016778,0.020530,0.017484,0.020981,0.020257,0.023709,0.027973,0.024767,0.016412,0.015649,0.018794,0.030420,0.022636,0.017246,0.020468,0.017760,0.019159,0.018620,0.027403,0.019820,0.022868,0.020838,0.045454,0.066738,0.000000,0.021881,0.022356,0.026183,0.023287,0.024871,0.026084,0.033226,0.032622,0.035994,0.035544,0.037335,0.047456,0.038825,0.017699,0.012613,0.012587,0.013904,0.021985,0.018896,0.017899,0.020759
ToM/primary_emotions,0.011618,0.012669,0.014062,0.017090,0.012082,0.011917,0.015183,0.011998,0.014499,0.034799,0.039552,0.027697,0.024471,0.010812,0.013564,0.011007,0.008640,0.042902,0.029416,0.013517,0.063503,0.076202,0.026579,0.023946,0.021881,0.000000,0.178072,0.062863,0.055078,0.018950,0.017306,0.015273,0.018001,0.017290,0.017009,0.017000,0.017355,0.014825,0.024139,0.012986,0.012832,0.012037,0.013562,0.028710,0.017747,0.011471
ToM/secondary_emotions,0.007682,0.010060,0.007871,0.012092,0.010328,0.012465,0.015962,0.012555,0.008585,0.032561,0.037776,0.025936,0.018878,0.007326,0.010359,0.007627,0.007975,0.046759,0.026233,0.010075,0.050727,0.082981,0.024899,0.022108,0.022356,0.178072,0.000000,0.061431,0.046672,0.019816,0.018022,0.015683,0.015810,0.015702,0.016599,0.016473,0.016567,0.013448,0.024265,0.013033,0.012667,0.010880,0.011465,0.025552,0.014486,0.010762
ToM/social_interactions,0.012273,0.014192,0.013805,0.018146,0.014272,0.016760,0.019302,0.016746,0.013007,0.034618,0.041370,0.032232,0.027341,0.011663,0.014463,0.011637,0.011026,0.034271,0.027793,0.014186,0.095053,0.062671,0.022157,0.025630,0.026183,0.062863,0.061431,0.000000,0.067452,0.024594,0.023530,0.017876,0.020875,0.018927,0.020121,0.018676,0.020049,0.017516,0.019151,0.012625,0.012589,0.011855,0.012856,0.025158,0.015178,0.013602
ToM/social_relations,0.013361,0.015039,0.015224,0.018680,0.015551,0.019852,0.020493,0.019812,0.013890,0.035975,0.041046,0.031825,0.028311,0.012985,0.015466,0.012631,0.011060,0.034930,0.028881,0.015269,0.089786,0.056007,0.020962,0.023464,0.023287,0.055078,0.046672,0.067452,0.000000,0.027640,0.025868,0.018720,0.020801,0.019990,0.020149,0.018252,0.018738,0.019475,0.020122,0.012880,0.012856,0.012541,0.013854,0.026210,0.016177,0.015240
phys/phys_newton,0.014992,0.020065,0.014982,0.018674,0.026291,0.043966,0.036746,0.044164,0.013731,0.055099,0.037995,0.031252,0.042888,0.013842,0.019019,0.013056,0.015032,0.019143,0.023127,0.015071,0.025631,0.022740,0.023970,0.023613,0.024871,0.018950,0.019816,0.024594,0.027640,0.000000,0.088991,0.022043,0.023626,0.024225,0.024364,0.020754,0.022564,0.023519,0.017293,0.011550,0.011714,0.014295,0.024605,0.016813,0.013211,0.025334
phys/phys_prost,0.015411,0.021022,0.015578,0.018907,0.027277,0.045883,0.038549,0.047147,0.014297,0.041178,0.030285,0.031308,0.034880,0.014299,0.019977,0.013522,0.016070,0.017771,0.022206,0.015232,0.024069,0.020506,0.025654,0.024447,0.026084,0.017306,0.018022,0.023530,0.025868,0.088991,0.000000,0.024786,0.025030,0.026284,0.025505,0.022842,0.024308,0.025992,0.017330,0.012998,0.013161,0.015429,0.027592,0.015707,0.013841,0.027451
phys/physics_brightness,0.020258,0.021702,0.019992,0.021091,0.020864,0.025705,0.025967,0.026927,0.017606,0.011307,0.014732,0.022648,0.019150,0.020837,0.021930,0.020429,0.021276,0.013981,0.025597,0.020961,0.016426,0.016824,0.037093,0.033347,0.033226,0.015273,0.015683,0.017876,0.018720,0.022043,0.024786,0.000000,0.039050,0.042774,0.042794,0.039925,0.036254,0.040398,0.017515,0.015689,0.014944,0.017019,0.026116,0.017000,0.021903,0.027206
phys/physics_buoyancy,0.018924,0.022271,0.019504,0.021510,0.020032,0.024985,0.024203,0.026709,0.018531,0.016452,0.018919,0.022945,0.021527,0.018915,0.022763,0.019351,0.020319,0.014645,0.026378,0.020375,0.019832,0.020577,0.035414,0.035412,0.032622,0.018001,0.015810,0.020875,0.020801,0.023626,0.025030,0.039050,0.000000,0.043551,0.047308,0.038876,0.035776,0.041478,0.016252,0.015710,0.015455,0.016774,0.023216,0.016413,0.021345,0.026005
phys/physics_elasticity,0.020887,0.023693,0.021369,0.021878,0.021386,0.026102,0.026795,0.027485,0.019983,0.012488,0.015215,0.023138,0.019022,0.022049,0.024509,0.021476,0.022820,0.014714,0.024067,0.022491,0.017155,0.017135,0.041002,0.035515,0.035994,0.017290,0.015702,0.018927,0.019990,0.024225,0.026284,0.042774,0.043551,0.000000,0.048169,0.037546,0.037671,0.048410,0.020691,0.017723,0.017191,0.019949,0.028876,0.019748,0.027038,0.029961
phys/physics_solubility,0.019813,0.023419,0.020218,0.022478,0.020418,0.026592,0.025974,0.028189,0.019149,0.014097,0.017642,0.023697,0.018652,0.020407,0.024379,0.020164,0.020929,0.017440,0.025024,0.021307,0.018908,0.019954,0.037748,0.035141,0.035544,0.017009,0.016599,0.020121,0.020149,0.024364,0.025505,0.042794,0.047308,0.048169,0.000000,0.038704,0.035569,0.054092,0.020186,0.016806,0.016660,0.018929,0.027617,0.020008,0.025388,0.028085
phys/physics_speed,0.019777,0.022715,0.018842,0.022526,0.021791,0.022702,0.026505,0.023087,0.018562,0.013038,0.015276,0.026068,0.019053,0.019720,0.021976,0.020036,0.021860,0.014023,0.027854,0.021313,0.018225,0.016629,0.042027,0.037489,0.037335,0.017000,0.016473,0.018676,0.018252,0.020754,0.022842,0.039925,0.038876,0.037546,0.038704,0.000000,0.045056,0.039112,0.017290,0.013460,0.013106,0.013583,0.024885,0.019570,0.018144,0.020520
phys/physics_stability,0.018002,0.020868,0.017493,0.020512,0.020897,0.022675,0.026071,0.023674,0.016725,0.014470,0.017189,0.026312,0.020676,0.018276,0.020692,0.018354,0.020395,0.012012,0.025371,0.019636,0.018234,0.016710,0.040191,0.053193,0.047456,0.017355,0.016567,0.020049,0.018738,0.022564,0.024308,0.036254,0.035776,0.037671,0.035569,0.045056,0.000000,0.034742,0.015944,0.013577,0.013046,0.013954,0.022450,0.018257,0.017656,0.021984
phys/physics_temperature,0.022006,0.025815,0.022629,0.022478,0.021514,0.027609,0.026376,0.029689,0.021012,0.011116,0.014454,0.021472,0.017584,0.023329,0.026569,0.022632,0.022854,0.014457,0.024713,0.023500,0.015526,0.017032,0.039692,0.034594,0.038825,0.014825,0.013448,0.017516,0.019475,0.023519,0.025992,0.040398,0.041478,0.048410,0.054092,0.039112,0.034742,0.000000,0.021529,0.017032,0.016196,0.018660,0.030278,0.018943,0.025688,0.027723
Lan/anaphor_gender_agreement,0.017518,0.016897,0.017485,0.016201,0.013385,0.018433,0.016774,0.019806,0.017554,0.018622,0.019675,0.017542,0.013860,0.017486,0.018136,0.015773,0.009078,0.037237,0.020468,0.015202,0.017574,0.026218,0.021783,0.019116,0.017699,0.024139,0.024265,0.019151,0.020122,0.017293,0.017330,0.017515,0.016252,0.020691,0.020186,0.017290,0.015944,0.021529,0.000000,0.055252,0.052401,0.059522,0.067963,0.071130,0.075289,0.033323
Lan/det_noun_agreement_irregular,0.013180,0.013318,0.013061,0.013246,0.010178,0.014891,0.013093,0.015809,0.012114,0.009245,0.010392,0.012662,0.008815,0.013079,0.014030,0.012707,0.009934,0.017641,0.012564,0.011798,0.011527,0.013888,0.016678,0.015044,0.012613,0.012986,0.013033,0.012625,0.012880,0.011550,0.012998,0.015689,0.015710,0.017723,0.016806,0.013460,0.013577,0.017032,0.055252,0.000000,0.167769,0.131462,0.056079,0.040312,0.061918,0.046204
Lan/det_noun_agreement_regular,0.012672,0.012812,0.013025,0.012756,0.010053,0.014531,0.012623,0.015550,0.012134,0.009179,0.009981,0.012091,0.008766,0.012597,0.013377,0.012444,0.009970,0.016996,0.012449,0.011728,0.011325,0.013820,0.015621,0.014666,0.012587,0.012832,0.012667,0.012589,0.012856,0.011714,0.013161,0.014944,0.015455,0.017191,0.016660,0.013106,0.013046,0.016196,0.052401,0.167769,0.000000,0.138426,0.058913,0.040256,0.062467,0.049103
Lan/det_noun_agreement_with_adjective,0.013021,0.013217,0.013542,0.012506,0.009898,0.015709,0.013498,0.016944,0.012408,0.009951,0.009424,0.012304,0.008968,0.013347,0.013979,0.012314,0.010705,0.011718,0.013116,0.011514,0.010796,0.013821,0.017348,0.015950,0.013904,0.012037,0.010880,0.011855,0.012541,0.014295,0.015429,0.017019,0.016774,0.019949,0.018929,0.013583,0.013954,0.018660,0.059522,0.131462,0.138426,0.000000,0.078825,0.048838,0.088966,0.070121
Lan/hypernymy,0.016722,0.016751,0.018253,0.015684,0.013480,0.023731,0.018665,0.026589,0.017679,0.010931,0.010579,0.016354,0.012913,0.017547,0.018395,0.017739,0.016481,0.010512,0.017940,0.014634,0.011498,0.015142,0.028137,0.022088,0.021985,0.013562,0.011465,0.012856,0.013854,0.024605,0.027592,0.026116,0.023216,0.028876,0.027617,0.024885,0.022450,0.030278,0.067963,0.056079,0.058913,0.078825,0.000000,0.039450,0.059163,0.040274
Lan/npi,0.015611,0.017850,0.017487,0.018644,0.014326,0.015104,0.019188,0.016286,0.018462,0.031508,0.029015,0.029792,0.021974,0.014963,0.018222,0.015889,0.012638,0.024817,0.026612,0.016080,0.028665,0.031762,0.020192,0.022901,0.018896,0.028710,0.025552,0.025158,0.026210,0.016813,0.015707,0.017000,0.016413,0.019748,0.020008,0.019570,0.018257,0.018943,0.071130,0.040312,0.040256,0.048838,0.039450,0.000000,0.068286,0.030645
Lan/subject_verb_agreement,0.015543,0.015474,0.016529,0.015424,0.012465,0.015629,0.015548,0.017631,0.016677,0.011027,0.012360,0.015359,0.012241,0.016865,0.017480,0.015825,0.013830,0.017251,0.020406,0.015184,0.013439,0.018624,0.021598,0.020384,0.017899,0.017747,0.014486,0.015178,0.016177,0.013211,0.013841,0.021903,0.021345,0.027038,0.025388,0.018144,0.017656,0.025688,0.075289,0.061918,0.062467,0.088966,0.059163,0.068286,0.000000,0.057268
Lan/wug,0.021852,0.022376,0.021200,0.019418,0.020911,0.033181,0.028457,0.033980,0.018411,0.012725,0.011985,0.020860,0.015386,0.021726,0.022340,0.018890,0.019141,0.015903,0.018940,0.018201,0.012786,0.014017,0.023171,0.022534,0.020759,0.011471,0.010762,0.013602,0.015240,0.025334,0.027451,0.027206,0.026005,0.029961,0.028085,0.020520,0.021984,0.027723,0.033323,0.046204,0.049103,0.070121,0.040274,0.030645,0.057268,0.000000
