,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/mul_div_3op_symbolic,MD/number_sorting,MD/simple_equation,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/secondary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_buoyancy,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/wug
MD/logic_propositional_symbolic,0.006187,0.008673,0.006393,0.012260,0.013294,0.010704,0.014223,0.009552,0.017272,0.117352,0.000000,0.033850,0.053169,0.007042,0.007328,0.010706,0.043046,0.015435,0.056034,0.053529,0.013471,0.017140,0.017209,0.045467,0.037476,0.043658,0.046790,0.040886,0.029787,0.014683,0.013989,0.011711,0.011951,0.014965,0.016311,0.010718,0.025559,0.011349,0.010872,0.011081,0.012642,0.035854,0.010380
MD/logic_syllogism_1,0.019373,0.021414,0.019300,0.022600,0.027081,0.022753,0.032803,0.021618,0.025451,0.031924,0.033850,0.000000,0.029357,0.019253,0.020793,0.020059,0.034452,0.023597,0.028091,0.022845,0.023255,0.027349,0.026283,0.021932,0.021312,0.025697,0.027078,0.025941,0.025751,0.023716,0.023149,0.022477,0.021425,0.025882,0.025200,0.021851,0.020587,0.016302,0.015610,0.015033,0.019156,0.027670,0.020730
MD/logic_syllogism_symbolic,0.013085,0.014614,0.013811,0.019121,0.019837,0.019077,0.020940,0.018019,0.020466,0.095864,0.053169,0.029357,0.000000,0.014962,0.015743,0.019238,0.047509,0.023849,0.030084,0.027336,0.020225,0.022983,0.029303,0.024495,0.022183,0.028027,0.028712,0.036223,0.030370,0.022885,0.022475,0.024029,0.020508,0.020390,0.023710,0.019653,0.015841,0.009325,0.009448,0.007904,0.011179,0.020075,0.013977
MD/mul_div_2op_symbolic,0.069147,0.033962,0.065501,0.033670,0.031814,0.028321,0.024680,0.028245,0.039230,0.004249,0.007042,0.019253,0.014962,0.000000,0.036237,0.067376,0.015880,0.046524,0.007986,0.010582,0.019826,0.017221,0.018204,0.006669,0.010077,0.010051,0.011231,0.016468,0.018638,0.020993,0.020201,0.020250,0.023085,0.019092,0.018216,0.023042,0.018931,0.018202,0.017589,0.018451,0.022589,0.016370,0.029942
MD/mul_div_2op_verbal,0.035479,0.078005,0.034238,0.061609,0.028049,0.028364,0.025576,0.028256,0.031404,0.006151,0.007328,0.020793,0.015743,0.036237,0.000000,0.036383,0.014579,0.037658,0.009221,0.012811,0.021932,0.021170,0.020543,0.007997,0.011426,0.011340,0.012308,0.018212,0.020304,0.024222,0.024207,0.024472,0.026625,0.022816,0.021461,0.026957,0.019373,0.018691,0.017517,0.017893,0.019517,0.016191,0.026944
MD/mul_div_3op_symbolic,0.054551,0.034205,0.053694,0.035893,0.032540,0.025341,0.022273,0.024660,0.043987,0.006710,0.010706,0.020059,0.019238,0.067376,0.036383,0.000000,0.021906,0.052526,0.009901,0.013233,0.019848,0.018166,0.019732,0.009141,0.011589,0.012460,0.013522,0.016272,0.017620,0.022001,0.021502,0.020329,0.022474,0.020153,0.019277,0.022256,0.019435,0.017003,0.015959,0.015997,0.019836,0.016008,0.024238
MD/number_sorting,0.011570,0.015419,0.013733,0.022878,0.024810,0.014816,0.017296,0.013176,0.032172,0.029131,0.043046,0.034452,0.047509,0.015880,0.014579,0.021906,0.000000,0.030187,0.027046,0.031810,0.025545,0.029470,0.032329,0.033192,0.027941,0.031430,0.029708,0.018249,0.017270,0.027004,0.025934,0.026273,0.022573,0.030629,0.029140,0.023524,0.017362,0.012841,0.013438,0.011894,0.016981,0.023746,0.012110
MD/simple_equation,0.043962,0.037012,0.043278,0.038789,0.036581,0.022287,0.020445,0.021416,0.046892,0.009806,0.015435,0.023597,0.023849,0.046524,0.037658,0.052526,0.030187,0.000000,0.012964,0.015747,0.020904,0.021093,0.022973,0.012206,0.013753,0.015203,0.015917,0.015771,0.016187,0.022455,0.021429,0.023084,0.023391,0.020982,0.020006,0.024429,0.017477,0.014612,0.014150,0.013550,0.015412,0.016243,0.019820
ToM/agent,0.007473,0.008981,0.008111,0.011719,0.011831,0.010566,0.012462,0.009811,0.013307,0.056119,0.056034,0.028091,0.030084,0.007986,0.009221,0.009901,0.027046,0.012964,0.000000,0.063509,0.016149,0.018046,0.017572,0.063098,0.047538,0.103821,0.080235,0.023410,0.019732,0.016408,0.014137,0.014125,0.012448,0.017326,0.017417,0.012709,0.021865,0.011350,0.011716,0.010912,0.012567,0.031963,0.010243
ToM/desires_goals,0.009852,0.012376,0.010291,0.015567,0.012481,0.012622,0.013396,0.011673,0.016267,0.046129,0.053529,0.022845,0.027336,0.010582,0.012811,0.013233,0.031810,0.015747,0.063509,0.000000,0.018715,0.019941,0.019274,0.062449,0.061590,0.053656,0.055680,0.022041,0.018689,0.018540,0.017720,0.016554,0.015806,0.017957,0.019181,0.016096,0.026865,0.014405,0.014954,0.014791,0.019060,0.031458,0.012524
ToM/emotion_fewshot,0.019723,0.022318,0.020583,0.021907,0.020476,0.024273,0.024488,0.026121,0.018740,0.011384,0.013471,0.023255,0.020225,0.019826,0.021932,0.019848,0.025545,0.020904,0.016149,0.018715,0.000000,0.038817,0.039322,0.022358,0.023028,0.020398,0.021058,0.021886,0.023677,0.034360,0.031601,0.034842,0.031853,0.039261,0.036438,0.033809,0.019804,0.017781,0.016670,0.016812,0.026340,0.018557,0.021447
ToM/norm_appropriate,0.016992,0.020804,0.017191,0.020839,0.020832,0.021588,0.024276,0.023067,0.019005,0.014574,0.017140,0.027349,0.022983,0.017221,0.021170,0.018166,0.029470,0.021093,0.018046,0.019941,0.038817,0.000000,0.057030,0.019485,0.020161,0.021251,0.020228,0.020245,0.020717,0.031768,0.029749,0.031864,0.029210,0.036966,0.050082,0.030292,0.019518,0.015901,0.016039,0.016539,0.021544,0.019849,0.020999
ToM/norm_moral,0.016464,0.020499,0.016807,0.022624,0.018889,0.022647,0.022204,0.023337,0.018203,0.013748,0.017209,0.026283,0.029303,0.018204,0.020543,0.019732,0.032329,0.022973,0.017572,0.019274,0.039322,0.057030,0.000000,0.017256,0.019830,0.021861,0.021898,0.020870,0.022006,0.032391,0.031755,0.036250,0.030920,0.036245,0.044515,0.037708,0.017697,0.014227,0.013907,0.013519,0.018140,0.015333,0.018479
ToM/primary_emotions,0.006002,0.008260,0.006611,0.011047,0.009546,0.007530,0.009671,0.006729,0.013241,0.043386,0.045467,0.021932,0.024495,0.006669,0.007997,0.009141,0.033192,0.012206,0.063098,0.062449,0.022358,0.019485,0.017256,0.000000,0.177703,0.062134,0.052290,0.016706,0.012914,0.014766,0.013240,0.014564,0.011743,0.016597,0.017684,0.011847,0.023397,0.010912,0.011423,0.011257,0.013100,0.030847,0.009105
ToM/secondary_emotions,0.009174,0.011468,0.009908,0.013796,0.011550,0.011661,0.012611,0.011180,0.013335,0.031950,0.037476,0.021312,0.022183,0.010077,0.011426,0.011589,0.027941,0.013753,0.047538,0.061590,0.023028,0.020161,0.019830,0.177703,0.000000,0.057679,0.042518,0.017288,0.015329,0.016312,0.016335,0.016060,0.013947,0.018371,0.018189,0.014146,0.022675,0.011644,0.012254,0.011735,0.015294,0.026809,0.011176
ToM/social_interactions,0.009302,0.011651,0.010225,0.014369,0.013239,0.012889,0.014210,0.012711,0.015146,0.037337,0.043658,0.025697,0.028027,0.010051,0.011340,0.012460,0.031430,0.015203,0.103821,0.053656,0.020398,0.021251,0.021861,0.062134,0.057679,0.000000,0.054792,0.021342,0.019175,0.017722,0.018383,0.016847,0.015834,0.019714,0.020181,0.015569,0.021887,0.012228,0.012471,0.011604,0.014628,0.025801,0.012077
ToM/social_relations,0.010317,0.012961,0.011302,0.015586,0.014900,0.015140,0.016446,0.015206,0.015218,0.042174,0.046790,0.027078,0.028712,0.011231,0.012308,0.013522,0.029708,0.015917,0.080235,0.055680,0.021058,0.020228,0.021898,0.052290,0.042518,0.054792,0.000000,0.024656,0.022577,0.019348,0.018870,0.019070,0.016881,0.018875,0.019686,0.017892,0.022245,0.012591,0.013637,0.013051,0.016029,0.028023,0.013353
phys/phys_newton,0.017956,0.019921,0.019055,0.017616,0.023766,0.036196,0.029096,0.036412,0.016917,0.060131,0.040886,0.025941,0.036223,0.016468,0.018212,0.016272,0.018249,0.015771,0.023410,0.022041,0.021886,0.020245,0.020870,0.016706,0.017288,0.021342,0.024656,0.000000,0.073270,0.020985,0.023843,0.021220,0.022008,0.019822,0.021599,0.021782,0.019673,0.012926,0.012736,0.013932,0.022185,0.018587,0.021901
phys/phys_prost,0.020590,0.021885,0.021625,0.019144,0.025268,0.038976,0.031108,0.039912,0.018653,0.044585,0.029787,0.025751,0.030370,0.018638,0.020304,0.017620,0.017270,0.016187,0.019732,0.018689,0.023677,0.020717,0.022006,0.012914,0.015329,0.019175,0.022577,0.073270,0.000000,0.023325,0.025130,0.022972,0.023376,0.021460,0.022902,0.024022,0.018166,0.014464,0.015100,0.015961,0.025107,0.017138,0.025119
phys/physics_brightness,0.021022,0.022790,0.021879,0.022970,0.021180,0.024797,0.025043,0.025825,0.019468,0.011882,0.014683,0.023716,0.022885,0.020993,0.024222,0.022001,0.027004,0.022455,0.016408,0.018540,0.034360,0.031768,0.032391,0.014766,0.016312,0.017722,0.019348,0.020985,0.023325,0.000000,0.037304,0.039452,0.038539,0.036842,0.033561,0.035926,0.017749,0.017450,0.017003,0.018340,0.023354,0.017657,0.026080
phys/physics_buoyancy,0.019667,0.023981,0.020327,0.023213,0.020627,0.026061,0.024691,0.028358,0.020383,0.012931,0.013989,0.023149,0.022475,0.020201,0.024207,0.021502,0.025934,0.021429,0.014137,0.017720,0.031601,0.029749,0.031755,0.013240,0.016335,0.018383,0.018870,0.023843,0.025130,0.037304,0.000000,0.042100,0.042900,0.038935,0.033813,0.040545,0.017596,0.017195,0.016363,0.017352,0.022510,0.013909,0.025591
phys/physics_elasticity,0.020008,0.022983,0.020020,0.024246,0.020587,0.024925,0.025264,0.026743,0.019202,0.011016,0.011711,0.022477,0.024029,0.020250,0.024472,0.020329,0.026273,0.023084,0.014125,0.016554,0.034842,0.031864,0.036250,0.014564,0.016060,0.016847,0.019070,0.021220,0.022972,0.039452,0.042100,0.000000,0.041185,0.036287,0.036569,0.040072,0.017066,0.017171,0.017276,0.017148,0.020813,0.016933,0.025941
phys/physics_solubility,0.021999,0.025760,0.022565,0.025814,0.020859,0.027399,0.025748,0.028628,0.020955,0.010592,0.011951,0.021425,0.020508,0.023085,0.026625,0.022474,0.022573,0.023391,0.012448,0.015806,0.031853,0.029210,0.030920,0.011743,0.013947,0.015834,0.016881,0.022008,0.023376,0.038539,0.042900,0.041185,0.000000,0.034489,0.033569,0.040766,0.020227,0.018458,0.018502,0.018678,0.022605,0.016393,0.027316
phys/physics_speed,0.019186,0.023126,0.018594,0.022763,0.021531,0.022303,0.025315,0.023218,0.019205,0.012618,0.014965,0.025882,0.020390,0.019092,0.022816,0.020153,0.030629,0.020982,0.017326,0.017957,0.039261,0.036966,0.036245,0.016597,0.018371,0.019714,0.018875,0.019822,0.021460,0.036842,0.038935,0.036287,0.034489,0.000000,0.043410,0.035495,0.017570,0.015444,0.015300,0.015551,0.025237,0.019379,0.020698
phys/physics_stability,0.017762,0.021250,0.018279,0.021611,0.021073,0.022712,0.024986,0.023644,0.019141,0.013768,0.016311,0.025200,0.023710,0.018216,0.021461,0.019277,0.029140,0.020006,0.017417,0.019181,0.036438,0.050082,0.044515,0.017684,0.018189,0.020181,0.019686,0.021599,0.022902,0.033561,0.033813,0.036569,0.033569,0.043410,0.000000,0.032089,0.016673,0.014719,0.014785,0.014846,0.021473,0.018639,0.020432
phys/physics_temperature,0.022117,0.025804,0.022549,0.024260,0.021950,0.027243,0.025941,0.028897,0.021354,0.008685,0.010718,0.021851,0.019653,0.023042,0.026957,0.022256,0.023524,0.024429,0.012709,0.016096,0.033809,0.030292,0.037708,0.011847,0.014146,0.015569,0.017892,0.021782,0.024022,0.035926,0.040545,0.040072,0.040766,0.035495,0.032089,0.000000,0.018777,0.018179,0.017114,0.017383,0.023541,0.016432,0.026578
Lan/anaphor_gender_agreement,0.020438,0.019312,0.020199,0.019473,0.016832,0.019043,0.019572,0.019736,0.021867,0.024759,0.025559,0.020587,0.015841,0.018931,0.019373,0.019435,0.017362,0.017477,0.021865,0.026865,0.019804,0.019518,0.017697,0.023397,0.022675,0.021887,0.022245,0.019673,0.018166,0.017749,0.017596,0.017066,0.020227,0.017570,0.016673,0.018777,0.000000,0.044300,0.042061,0.044861,0.052342,0.070442,0.030746
Lan/det_noun_agreement_irregular,0.019827,0.018031,0.019207,0.018192,0.014454,0.018186,0.017641,0.018772,0.017784,0.009412,0.011349,0.016302,0.009325,0.018202,0.018691,0.017003,0.012841,0.014612,0.011350,0.014405,0.017781,0.015901,0.014227,0.010912,0.011644,0.012228,0.012591,0.012926,0.014464,0.017450,0.017195,0.017171,0.018458,0.015444,0.014719,0.018179,0.044300,0.000000,0.148704,0.121772,0.048838,0.038221,0.041292
Lan/det_noun_agreement_regular,0.018960,0.017214,0.019090,0.017651,0.013858,0.016980,0.016621,0.017357,0.017178,0.010446,0.010872,0.015610,0.009448,0.017589,0.017517,0.015959,0.013438,0.014150,0.011716,0.014954,0.016670,0.016039,0.013907,0.011423,0.012254,0.012471,0.013637,0.012736,0.015100,0.017003,0.016363,0.017276,0.018502,0.015300,0.014785,0.017114,0.042061,0.148704,0.000000,0.127254,0.051918,0.040269,0.042606
Lan/det_noun_agreement_with_adjective,0.019920,0.018074,0.020192,0.017902,0.013874,0.018260,0.017602,0.018891,0.016961,0.010888,0.011081,0.015033,0.007904,0.018451,0.017893,0.015997,0.011894,0.013550,0.010912,0.014791,0.016812,0.016539,0.013519,0.011257,0.011735,0.011604,0.013051,0.013932,0.015961,0.018340,0.017352,0.017148,0.018678,0.015551,0.014846,0.017383,0.044861,0.121772,0.127254,0.000000,0.059066,0.042404,0.050864
Lan/hypernymy,0.024644,0.019542,0.025461,0.019083,0.017211,0.023114,0.020811,0.024950,0.020469,0.013232,0.012642,0.019156,0.011179,0.022589,0.019517,0.019836,0.016981,0.015412,0.012567,0.019060,0.026340,0.021544,0.018140,0.013100,0.015294,0.014628,0.016029,0.022185,0.025107,0.023354,0.022510,0.020813,0.022605,0.025237,0.021473,0.023541,0.052342,0.048838,0.051918,0.059066,0.000000,0.043990,0.034493
Lan/npi,0.015318,0.016876,0.015838,0.017158,0.015559,0.014172,0.016753,0.014327,0.020538,0.038739,0.035854,0.027670,0.020075,0.016370,0.016191,0.016008,0.023746,0.016243,0.031963,0.031458,0.018557,0.019849,0.015333,0.030847,0.026809,0.025801,0.028023,0.018587,0.017138,0.017657,0.013909,0.016933,0.016393,0.019379,0.018639,0.016432,0.070442,0.038221,0.040269,0.042404,0.043990,0.000000,0.023534
Lan/wug,0.033129,0.027001,0.032419,0.023845,0.022579,0.032654,0.029390,0.033357,0.022601,0.012289,0.010380,0.020730,0.013977,0.029942,0.026944,0.024238,0.012110,0.019820,0.010243,0.012524,0.021447,0.020999,0.018479,0.009105,0.011176,0.012077,0.013353,0.021901,0.025119,0.026080,0.025591,0.025941,0.027316,0.020698,0.020432,0.026578,0.030746,0.041292,0.042606,0.050864,0.034493,0.023534,0.000000
